crimeDate,CRIME_NUM,location_description,day,month,year,temp,dewp,slp,visib,wdsp,mxpsd,gust,max,min,prcp,sndp,fog
2021-07-01,157,STREET,4,07,2021,71.3,62.3,1016.2,10.0,10.3,18.1,25.1,82.9,66.0,0.29,999.9,1
2021-07-02,178,STREET,5,07,2021,64.8,54.5,1018.5,10.0,7.7,14,999.9,75.9,57.0,0.0,999.9,0
2021-07-03,192,STREET,6,07,2021,70.4,55.1,1016.5,10.0,6.4,12,19.0,86.0,57.0,0.0,999.9,0
2021-07-04,194,STREET,7,07,2021,79.1,64.3,1013.5,10.0,6.4,11.1,15.0,89.1,59.0,0.0,999.9,0
2021-07-05,189,STREET,1,07,2021,81.6,67.7,1013.9,10.0,10.2,18.1,26.0,91.0,70.0,0.0,999.9,0
2021-07-06,142,STREET,2,07,2021,83.4,67.7,1015.1,10.0,9.6,13,22.9,91.0,73.0,0.0,999.9,0
2021-07-07,141,STREET,3,07,2021,80.5,67.6,1012.7,10.0,7.3,18.1,25.1,91.0,73.0,0.0,999.9,0
2021-07-08,143,STREET,4,07,2021,66.7,61.1,1012.3,10.0,7.1,12,999.9,89.1,63.0,0.0,999.9,1
2021-07-09,156,STREET,5,07,2021,66.4,53.7,1016.8,10.0,6.8,11.1,15.9,75.9,59.0,0.0,999.9,0
2021-07-10,169,STREET,6,07,2021,69.3,57.7,1015.6,10.0,7.5,13,15.9,75.9,59.0,0.0,999.9,1
2021-07-11,138,STREET,7,07,2021,67.8,63.2,1013.1,8.8,11.5,15.9,26.0,75.9,63.0,0.15,999.9,1
2021-07-12,136,STREET,1,07,2021,69.7,63.5,1015.9,10.0,8.1,14,18.1,73.9,66.0,0.05,999.9,1
2021-07-13,173,STREET,2,07,2021,71.1,66.6,1015.6,6.6,5.5,9.9,999.9,80.1,66.9,0.04,999.9,1
2021-07-14,132,STREET,3,07,2021,76.3,66.5,1018.3,10.0,6.8,13,20.0,84.0,68.0,0.0,999.9,1
2021-07-15,125,STREET,4,07,2021,75.4,68.4,1014.0,9.8,9.9,15.9,28.9,84.0,69.1,0.12,999.9,1
2021-07-16,167,STREET,5,07,2021,68.9,64.5,1015.3,8.7,9.1,15,999.9,79.0,64.9,1.04,999.9,1
2021-07-17,178,STREET,6,07,2021,70.6,62.5,1017.7,10.0,9.8,15.9,22.9,77.0,64.0,0.04,999.9,1
2021-07-18,152,STREET,7,07,2021,72.7,62.0,1021.7,10.0,7.7,12,15.0,82.0,63.0,0.0,999.9,0
2021-07-19,140,STREET,1,07,2021,73.4,62.6,1021.4,10.0,5.5,8.9,999.9,84.9,63.0,0.0,999.9,0
2021-07-20,134,STREET,2,07,2021,76.2,62.7,1018.1,10.0,6.4,15.9,18.1,88.0,64.0,0.0,999.9,0
2021-07-21,147,STREET,3,07,2021,69.6,62.0,1019.4,8.7,8.8,12,999.9,88.0,64.9,0.0,999.9,0
2021-07-22,140,STREET,4,07,2021,72.2,64.1,1021.0,9.2,3.8,9.9,999.9,86.0,64.0,0.0,999.9,0
2021-07-23,160,STREET,5,07,2021,80.5,69.9,1018.6,6.7,6.6,9.9,15.0,89.1,64.0,0.0,999.9,0
2021-07-24,156,STREET,6,07,2021,82.0,71.4,1012.9,7.1,9.4,28,35.0,91.9,73.9,0.0,999.9,1
2021-07-25,178,STREET,7,07,2021,81.5,64.4,1012.3,10.0,4.6,8.9,999.9,91.9,72.0,0.12,999.9,0
2021-07-26,147,STREET,1,07,2021,81.6,57.9,1015.0,10.0,3.7,7,999.9,93.9,70.0,0.0,999.9,0
2021-07-27,154,STREET,2,07,2021,80.2,63.7,1016.3,10.0,5.9,14,19.0,93.9,70.0,0.0,999.9,0
2021-07-28,137,STREET,3,07,2021,81.0,70.4,1015.7,10.0,6.1,21,28.0,88.0,70.0,0.21,999.9,1
2021-07-29,179,STREET,4,07,2021,81.7,71.9,1012.3,9.9,9.8,28.9,42.0,89.1,70.0,0.17,999.9,1
2021-07-30,133,STREET,5,07,2021,70.3,58.6,1018.9,10.0,11.6,17.1,22.0,89.1,66.0,0.0,999.9,0
2021-07-31,186,STREET,6,07,2021,69.4,56.9,1017.4,10.0,4.3,12,999.9,80.1,61.0,0.0,999.9,1
2021-08-01,190,STREET,7,08,2021,71.8,60.1,1015.2,8.3,9,15,21.0,80.1,62.1,0.0,999.9,0
2021-08-02,151,STREET,1,08,2021,68.7,55.7,1020.2,10.0,5.9,15,999.9,78.1,60.1,0.0,999.9,0
2021-08-03,143,STREET,2,08,2021,71.6,54.0,1018.9,10.0,3.5,9.9,999.9,82.9,60.1,0.0,999.9,0
2021-08-04,142,STREET,3,08,2021,74.8,55.6,1018.8,10.0,2.7,8.9,999.9,84.9,62.1,0.0,999.9,0
2021-08-05,133,STREET,4,08,2021,76.0,56.5,1018.5,9.3,6,12,19.0,87.1,64.0,0.0,999.9,0
2021-08-06,149,STREET,5,08,2021,77.0,61.8,1014.9,10.0,9,13,21.0,87.1,66.0,0.0,999.9,0
2021-08-07,157,STREET,6,08,2021,76.2,66.7,1014.0,9.3,6.4,19,33.0,89.1,66.0,0.19,999.9,1
2021-08-08,174,STREET,7,08,2021,82.8,69.4,1011.3,9.5,9.9,20,40.0,91.9,66.0,0.0,999.9,1
2021-08-09,135,STREET,1,08,2021,74.6,68.6,1010.8,9.7,10,17.1,32.1,91.9,70.0,0.03,999.9,1
2021-08-10,138,STREET,2,08,2021,81.0,74.0,1011.1,9.5,6.6,15,24.1,93.0,70.0,0.64,999.9,1
2021-08-11,124,STREET,3,08,2021,77.8,70.3,1009.8,9.5,10.3,25.1,49.9,93.0,70.0,0.38,999.9,1
2021-08-12,140,STREET,4,08,2021,80.1,70.7,1011.1,10.0,10.2,17.1,39.0,88.0,72.0,0.09,999.9,1
2021-08-13,112,STREET,5,08,2021,75.9,62.4,1016.5,10.0,5.7,9.9,999.9,84.9,72.0,0.0,999.9,0
2021-08-14,180,STREET,6,08,2021,72.9,52.5,1022.7,10.0,6.5,9.9,999.9,84.0,62.1,0.0,999.9,0
2021-08-15,164,STREET,7,08,2021,70.6,51.5,1023.3,10.0,4.6,11.1,17.1,80.1,60.1,0.0,999.9,0
2021-08-16,144,STREET,1,08,2021,72.3,56.5,1019.2,10.0,5.4,11.1,15.0,80.1,60.1,0.0,999.9,0
2021-08-17,138,STREET,2,08,2021,74.2,61.2,1016.7,10.0,4.2,8.9,999.9,84.0,63.0,0.0,999.9,0
2021-08-18,139,STREET,3,08,2021,77.2,68.6,1017.4,9.7,5.8,8.9,999.9,86.0,66.0,0.0,999.9,0
2021-08-19,141,STREET,4,08,2021,79.2,69.9,1017.8,9.5,5,13,999.9,88.0,70.0,0.0,999.9,1
2021-08-20,145,STREET,5,08,2021,79.8,69.1,1014.4,8.8,4.8,9.9,999.9,91.0,70.0,0.0,999.9,1
2021-08-21,166,STREET,6,08,2021,79.7,69.1,1010.6,9.1,7.2,18.1,28.9,91.0,70.0,0.0,999.9,1
2021-08-22,161,STREET,7,08,2021,76.3,66.8,1013.8,10.0,7.2,12,18.1,88.0,70.0,0.6,999.9,0
2021-08-23,149,STREET,1,08,2021,75.1,65.6,1014.7,10.0,5.2,9.9,15.9,87.1,66.9,0.0,999.9,0
2021-08-24,131,STREET,2,08,2021,82.5,72.1,1013.7,9.7,6.8,19,39.0,95.0,66.9,0.0,999.9,1
2021-08-25,118,STREET,3,08,2021,78.7,70.8,1016.3,9.5,6.4,21,31.1,95.0,71.1,1.91,999.9,1
2021-08-26,152,STREET,4,08,2021,77.4,69.5,1019.3,9.6,4.8,9.9,17.1,93.9,70.0,0.39,999.9,1
2021-08-27,173,STREET,5,08,2021,80.7,70.0,1016.8,10.0,4.8,9.9,15.0,91.0,70.0,0.0,999.9,0
2021-08-28,172,STREET,6,08,2021,83.6,72.8,1016.9,10.0,7.8,12,21.0,91.9,73.0,0.0,999.9,0
2021-08-29,196,STREET,7,08,2021,81.5,71.7,1015.5,10.0,9.4,20,28.9,91.9,73.9,0.0,999.9,1
2021-08-30,151,STREET,1,08,2021,76.2,63.1,1014.4,10.0,4.8,8.9,999.9,89.1,66.9,0.28,999.9,0
2021-08-31,141,STREET,2,08,2021,74.7,58.9,1010.8,10.0,4.9,12,999.9,84.9,66.0,0.0,999.9,0
2021-09-01,178,STREET,3,09,2021,73.2,58.7,1012.6,10.0,11.4,15.9,22.0,82.0,66.9,0.0,999.9,1
2021-09-02,142,STREET,4,09,2021,69.5,55.6,1018.5,10.0,5.8,14,999.9,78.1,62.1,0.0,999.9,0
2021-09-03,178,STREET,5,09,2021,69.7,56.6,1018.6,10.0,5.9,8.9,999.9,78.1,62.1,0.0,999.9,1
2021-09-04,178,STREET,6,09,2021,70.1,60.2,1013.2,9.9,7.1,14,18.1,75.0,64.0,0.01,999.9,1
2021-09-05,199,STREET,7,09,2021,69.5,56.3,1011.5,10.0,7.1,12,24.1,82.0,60.1,0.0,999.9,1
2021-09-06,162,STREET,1,09,2021,72.0,53.0,1012.6,10.0,4.9,9.9,999.9,82.0,60.1,0.0,999.9,0
2021-09-07,142,STREET,2,09,2021,72.3,61.0,1008.4,10.0,9,19,29.9,88.0,61.0,0.0,999.9,1
2021-09-08,155,STREET,3,09,2021,69.7,52.5,1008.1,10.0,8.7,15.9,27.0,88.0,59.0,0.0,999.9,0
2021-09-09,133,STREET,4,09,2021,66.9,51.2,1014.0,10.0,5.8,8.9,999.9,79.0,57.9,0.0,999.9,0
2021-09-10,176,STREET,5,09,2021,68.5,52.4,1017.2,10.0,4.4,11.1,18.1,80.1,57.9,0.0,999.9,0
2021-09-11,172,STREET,6,09,2021,73.6,59.2,1013.4,10.0,7.5,13,20.0,87.1,59.0,0.0,999.9,0
2021-09-12,194,STREET,7,09,2021,78.8,64.5,1013.1,10.0,8.8,13,20.0,87.1,64.9,0.0,999.9,0
2021-09-13,177,STREET,1,09,2021,74.6,65.6,1016.2,10.0,6.3,13,999.9,88.0,68.0,0.0,999.9,0
2021-09-14,152,STREET,2,09,2021,77.1,65.8,1010.0,9.5,10.5,18.1,25.1,88.0,68.0,0.0,999.9,0
2021-09-15,145,STREET,3,09,2021,68.4,53.4,1014.5,10.0,6.5,15.9,22.9,86.0,59.0,0.0,999.9,0
2021-09-16,175,STREET,4,09,2021,68.7,51.4,1018.2,10.0,4.5,11.1,14.0,82.0,57.0,0.0,999.9,0
2021-09-17,158,STREET,5,09,2021,74.8,57.8,1017.3,10.0,6.3,15.9,27.0,89.1,57.0,0.0,999.9,1
2021-09-18,192,STREET,6,09,2021,71.4,62.2,1020.9,9.9,8.6,13,15.9,89.1,64.0,0.45,999.9,1
2021-09-19,198,STREET,7,09,2021,73.6,62.3,1019.0,10.0,4.5,11.1,999.9,89.1,64.0,0.0,999.9,0
2021-09-20,172,STREET,1,09,2021,75.7,66.9,1013.3,9.4,7.7,13,22.9,89.1,64.0,0.0,999.9,1
2021-09-21,137,STREET,2,09,2021,69.0,62.2,1014.1,9.2,11.3,15.9,31.1,82.0,61.0,0.23,999.9,1
2021-09-22,155,STREET,3,09,2021,59.7,50.4,1019.7,9.4,13.9,21,28.9,75.9,55.9,0.42,999.9,1
2021-09-23,161,STREET,4,09,2021,58.0,42.0,1015.4,10.0,11.6,14,24.1,66.9,51.1,0.4,999.9,0
2021-09-24,165,STREET,5,09,2021,62.7,44.0,1013.5,10.0,9,19,32.1,79.0,51.1,0.0,999.9,0
2021-09-25,167,STREET,6,09,2021,61.4,45.9,1014.1,9.8,9.8,15.9,25.1,79.0,50.0,0.12,999.9,1
2021-09-26,179,STREET,7,09,2021,66.1,41.2,1013.6,10.0,9.5,17.1,29.9,82.9,50.0,0.0,999.9,0
2021-09-27,165,STREET,1,09,2021,73.4,54.5,1008.3,10.0,10.3,18.1,22.9,87.1,54.0,0.0,999.9,0
2021-09-28,184,STREET,2,09,2021,65.9,54.7,1014.1,10.0,9.6,17.1,999.9,87.1,60.1,0.0,999.9,0
2021-09-29,150,STREET,3,09,2021,67.0,54.5,1016.8,10.0,4.8,8.9,999.9,82.0,55.0,0.0,999.9,0
2021-09-30,147,STREET,4,09,2021,68.7,55.0,1020.1,10.0,4.5,8.9,999.9,82.0,55.0,0.0,999.9,0
2021-10-01,192,STREET,5,10,2021,70.8,57.1,1021.1,10.0,4.2,8.9,999.9,84.9,61.0,0.0,999.9,0
2021-10-02,194,STREET,6,10,2021,72.7,61.5,1016.5,9.9,6.8,15,21.0,84.9,61.0,0.02,999.9,1
2021-10-03,180,STREET,7,10,2021,70.6,65.6,1010.2,9.4,5,8.9,14.0,80.1,66.0,0.14,999.9,1
2021-10-04,173,STREET,1,10,2021,66.9,62.5,1012.4,9.5,7.7,18.1,24.1,75.9,64.0,0.0,999.9,1
2021-10-05,156,STREET,2,10,2021,65.6,60.8,1021.0,10.0,11.9,18.1,22.0,73.0,64.0,0.0,999.9,1
2021-10-06,153,STREET,3,10,2021,65.6,61.9,1023.3,7.7,8.3,11.1,999.9,68.0,64.0,0.0,999.9,1
2021-10-07,149,STREET,4,10,2021,68.1,64.3,1019.8,7.2,6.7,12,25.1,75.0,64.0,0.03,999.9,1
2021-10-08,133,STREET,5,10,2021,67.0,62.2,1015.9,8.4,2.7,9.9,999.9,75.0,62.1,0.63,999.9,1
2021-10-09,184,STREET,6,10,2021,69.4,61.9,1013.4,9.3,3.5,9.9,15.0,80.1,62.1,0.02,999.9,1
2021-10-10,149,STREET,7,10,2021,73.0,63.9,1007.5,9.9,8.7,17.1,26.0,80.1,64.0,0.01,999.9,1
2021-10-11,143,STREET,1,10,2021,72.2,63.7,1005.6,9.1,9.2,15,26.0,79.0,66.0,0.02,999.9,1
2021-10-12,170,STREET,2,10,2021,63.0,60.0,1008.4,8.9,9.5,15,20.0,77.0,61.0,0.76,999.9,1
2021-10-13,163,STREET,3,10,2021,60.0,55.0,1014.0,8.9,4.1,15,20.0,71.1,53.1,0.01,999.9,1
2021-10-14,157,STREET,4,10,2021,66.7,58.3,1011.1,9.5,6.8,13,21.0,71.1,53.1,0.41,999.9,1
2021-10-15,172,STREET,5,10,2021,57.7,48.7,1012.1,10.0,5.3,12,999.9,71.1,52.0,0.1,999.9,1
2021-10-16,158,STREET,6,10,2021,52.1,38.1,1014.8,10.0,8.9,14,24.1,62.1,44.1,0.02,999.9,1
2021-10-17,163,STREET,7,10,2021,53.3,35.0,1019.1,10.0,6.9,11.1,18.1,66.0,42.1,0.0,999.9,0
2021-10-18,162,STREET,1,10,2021,57.0,39.0,1019.6,10.0,3.7,8.9,15.0,72.0,43.0,0.0,999.9,0
2021-10-19,149,STREET,2,10,2021,60.7,45.6,1018.5,10.0,6.6,12,20.0,72.0,45.0,0.0,999.9,0
2021-10-20,144,STREET,3,10,2021,61.3,47.3,1016.7,10.0,6.8,14,19.0,72.0,52.0,0.0,999.9,0
2021-10-21,151,STREET,4,10,2021,56.7,48.6,1011.3,9.9,10.1,15.9,24.1,72.0,48.0,0.0,999.9,1
2021-10-22,156,STREET,5,10,2021,47.9,38.2,1017.3,10.0,5.4,9.9,999.9,64.9,41.0,0.0,999.9,1
2021-10-23,162,STREET,6,10,2021,47.4,33.6,1016.7,10.0,4.1,8,999.9,55.9,39.0,0.0,999.9,0
2021-10-24,135,STREET,7,10,2021,45.7,39.4,1015.4,8.7,5.5,20,29.9,55.9,39.0,0.0,999.9,1
2021-10-25,140,STREET,1,10,2021,49.6,45.2,1010.3,7.4,19.4,26,40.0,55.0,39.0,2.26,999.9,1
2021-10-26,175,STREET,2,10,2021,49.1,41.3,1018.6,10.0,8,9.9,999.9,57.0,42.1,0.35,999.9,0
2021-10-27,153,STREET,3,10,2021,47.1,38.1,1016.2,10.0,5.3,13,999.9,57.0,37.9,0.0,999.9,0
2021-10-28,139,STREET,4,10,2021,51.3,46.1,1006.1,9.0,8.9,13,999.9,55.9,37.9,0.0,999.9,1
2021-10-29,159,STREET,5,10,2021,54.3,52.3,1001.3,4.9,12.3,22,29.9,57.0,48.0,0.51,999.9,1
2021-10-30,166,STREET,6,10,2021,54.4,48.8,1004.1,8.1,13.9,19,29.9,59.0,51.1,0.5,999.9,1
2021-10-31,199,STREET,7,10,2021,48.7,41.1,1011.3,10.0,8.3,15,21.0,59.0,45.0,0.04,999.9,0
2021-11-01,147,STREET,1,11,2021,41.4,28.1,1023.9,10.0,7.3,14,21.0,53.1,35.1,0.0,999.9,0
2021-11-02,137,STREET,2,11,2021,39.6,25.2,1026.8,10.0,7.2,13,20.0,48.9,32.0,0.0,999.9,0
2021-11-03,140,STREET,3,11,2021,36.9,24.4,1029.0,10.0,4.6,8.9,15.9,46.9,28.9,0.0,999.9,0
2021-11-04,144,STREET,4,11,2021,37.8,24.3,1027.7,10.0,3.9,8.9,999.9,46.9,28.9,0.0,999.9,0
2021-11-05,143,STREET,5,11,2021,41.5,28.6,1027.0,10.0,6.5,12,19.0,52.0,29.1,0.0,999.9,0
2021-11-06,162,STREET,6,11,2021,45.9,31.9,1023.0,10.0,7.7,12,21.0,59.0,34.0,0.0,999.9,0
2021-11-07,199,STREET,7,11,2021,52.4,39.6,1020.0,9.9,8.1,14,22.9,64.9,36.0,0.0,999.9,0
2021-11-08,178,STREET,1,11,2021,55.9,42.6,1018.2,10.0,9.2,14,22.9,64.9,41.0,0.0,999.9,0
2021-11-09,147,STREET,2,11,2021,54.7,47.3,1020.4,9.4,7.1,13,20.0,64.9,48.9,0.0,999.9,0
2021-11-10,151,STREET,3,11,2021,47.8,41.0,1020.5,9.7,6.1,13,999.9,57.9,37.9,0.0,999.9,1
2021-11-11,151,STREET,4,11,2021,52.7,45.4,1006.0,8.8,11.5,18.1,32.1,71.1,37.9,0.0,999.9,1
2021-11-12,152,STREET,5,11,2021,40.6,31.9,1005.9,9.5,11.8,18.1,33.0,57.0,35.1,0.44,999.9,1
2021-11-13,159,STREET,6,11,2021,37.1,30.8,1012.3,9.8,10.1,13,21.0,43.0,35.1,0.05,999.9,1
2021-11-14,147,STREET,7,11,2021,35.6,29.9,1009.0,8.6,12,20,31.1,39.0,33.1,0.03,999.9,1
2021-11-15,150,STREET,1,11,2021,32.9,23.5,1017.9,9.7,6.2,13,22.0,37.0,30.0,0.01,999.9,1
2021-11-16,138,STREET,2,11,2021,37.7,30.3,1017.5,9.5,4.8,12,22.0,48.9,30.0,0.01,999.9,0
2021-11-17,132,STREET,3,11,2021,54.7,49.4,1008.7,8.6,10.2,17.1,27.0,61.0,46.9,0.0,999.9,1
2021-11-18,141,STREET,4,11,2021,36.9,22.9,1019.1,10.0,12.4,20,31.1,61.0,32.0,0.13,999.9,1
2021-11-19,166,STREET,5,11,2021,32.8,18.7,1030.6,10.0,7.6,17.1,25.1,39.9,26.1,0.0,999.9,1
2021-11-20,152,STREET,6,11,2021,39.7,26.1,1023.0,10.0,8.9,14,20.0,50.0,27.1,0.0,999.9,0
2021-11-21,166,STREET,7,11,2021,43.5,32.4,1018.0,9.9,5.5,19,34.0,55.0,35.1,0.0,999.9,1
2021-11-22,132,STREET,1,11,2021,31.2,10.0,1021.5,10.0,10.5,18.1,33.0,55.0,23.0,0.0,999.9,0
2021-11-23,129,STREET,2,11,2021,31.7,11.5,1022.9,10.0,6.4,14,20.0,43.0,24.1,0.0,999.9,0
2021-11-24,131,STREET,3,11,2021,41.9,26.4,1015.1,10.0,12.5,17.1,26.0,53.1,24.3,0.0,999.9,0
2021-11-25,106,STREET,4,11,2021,44.1,37.4,1016.6,10.0,9.7,17.1,25.1,53.1,30.0,0.04,999.9,1
2021-11-26,126,STREET,5,11,2021,24.7,10.1,1023.6,10.0,8.3,17.1,27.0,30.0,19.0,0.0,999.9,0
2021-11-27,151,STREET,6,11,2021,33.7,21.0,1013.4,10.0,6.8,9.9,999.9,42.1,19.0,0.0,999.9,1
2021-11-28,144,STREET,7,11,2021,34.8,20.6,1015.1,10.0,10.3,15.9,27.0,42.1,30.0,0.0,999.9,0
2021-11-29,141,STREET,1,11,2021,33.1,14.9,1017.8,10.0,6.2,17.1,27.0,41.0,27.0,0.0,999.9,1
2021-11-30,138,STREET,2,11,2021,41.5,26.0,1013.5,10.0,8.5,13,19.0,53.1,27.1,0.0,999.9,0
2021-12-01,147,STREET,3,12,2021,41.3,30.7,1015.6,9.9,5.4,13,21.0,53.1,34.0,0.0,999.9,1
2021-12-02,173,STREET,4,12,2021,51.2,35.6,1007.5,9.9,11,19,28.0,59.0,34.0,0.0,999.9,0
2021-12-03,175,STREET,5,12,2021,45.7,31.5,1016.6,10.0,4.8,8.9,999.9,59.0,42.1,0.0,999.9,1
2021-12-04,148,STREET,6,12,2021,37.6,25.3,1023.7,8.3,6.6,11.1,15.9,51.1,30.9,0.0,999.9,1
2021-12-05,135,STREET,7,12,2021,37.6,20.0,1018.9,8.2,7.6,17.1,24.1,44.1,32.0,0.0,999.9,1
2021-12-06,127,STREET,1,12,2021,34.6,24.0,1010.6,9.0,13.6,22,33.0,41.0,24.1,0.26,999.9,1
2021-12-07,121,STREET,2,12,2021,18.3,0.2,1024.6,10.0,6.5,15.9,25.1,37.9,12.9,0.0,999.9,1
2021-12-08,146,STREET,3,12,2021,28.3,13.0,1015.9,10.0,7.8,12,999.9,35.1,12.9,0.0,999.9,0
2021-12-09,157,STREET,4,12,2021,34.3,22.7,1011.9,9.9,7.3,14,21.0,46.0,25.0,0.0,999.9,0
2021-12-10,129,STREET,5,12,2021,42.0,34.5,1009.5,9.1,6.7,14,20.0,46.9,28.2,0.0,999.9,1
2021-12-11,161,STREET,6,12,2021,45.3,38.0,1000.4,8.5,13.8,27,47.0,60.1,35.1,0.84,999.9,1
2021-12-12,172,STREET,7,12,2021,37.9,24.1,1018.2,10.0,10.6,17.1,26.0,57.9,32.0,0.0,999.9,0
2021-12-13,156,STREET,1,12,2021,42.5,28.1,1020.5,10.0,10.8,18.1,27.0,48.9,32.0,0.0,999.9,0
2021-12-14,105,STREET,2,12,2021,40.7,31.6,1026.3,9.9,3.7,9.9,999.9,54.0,32.0,0.0,999.9,0
2021-12-15,134,STREET,3,12,2021,56.2,50.1,1013.8,9.3,12.6,20,34.0,64.9,48.9,0.03,999.9,1
2021-12-16,132,STREET,4,12,2021,51.5,41.0,1006.8,9.8,20.5,32.1,52.1,66.2,37.9,0.0,999.9,1
2021-12-17,140,STREET,5,12,2021,32.9,20.4,1022.1,10.0,7.3,14,22.9,37.9,27.0,0.0,999.9,0
2021-12-18,151,STREET,6,12,2021,37.2,30.4,1019.5,8.5,9.5,13,22.0,39.9,27.1,0.04,999.9,1
2021-12-19,115,STREET,7,12,2021,32.4,22.3,1026.3,10.0,6.2,12,15.9,39.9,28.0,0.02,999.9,0
2021-12-20,115,STREET,1,12,2021,34.1,26.2,1021.5,10.0,10.7,15,25.1,42.1,28.9,0.0,999.9,0
2021-12-21,106,STREET,2,12,2021,32.4,23.4,1015.1,10.0,7.6,19,28.9,42.1,23.0,0.0,999.9,0
2021-12-22,104,STREET,3,12,2021,26.4,11.5,1014.7,10.0,9.4,19,31.1,39.9,19.0,0.0,999.9,0
2021-12-23,115,STREET,4,12,2021,34.1,21.9,1013.3,10.0,7.1,14,22.0,46.0,19.9,0.0,999.9,0
2021-12-24,98,STREET,5,12,2021,42.6,38.3,1004.4,7.3,6.1,12,19.0,55.0,27.1,0.0,999.9,1
2021-12-25,113,STREET,6,12,2021,49.1,40.2,1002.7,9.1,9.6,15.9,18.1,57.0,34.0,0.03,999.9,1
2021-12-26,91,STREET,7,12,2021,34.8,27.7,1016.7,10.0,4.5,14,19.0,55.0,26.1,0.0,999.9,0
2021-12-27,138,STREET,1,12,2021,39.9,35.3,1008.4,5.7,9.6,19,29.9,46.0,26.2,0.69,999.9,1
2021-12-28,108,STREET,2,12,2021,33.7,26.8,1010.0,7.8,7,14,17.1,46.0,30.0,0.32,1.2,1
2021-12-29,122,STREET,3,12,2021,34.7,28.5,1010.1,6.6,6.3,11.1,999.9,37.0,30.2,0.38,1.2,1
2021-12-30,150,STREET,4,12,2021,31.5,25.0,1012.8,8.1,5.2,9.9,999.9,37.0,28.0,0.01,1.2,1
2021-12-31,154,STREET,5,12,2021,36.6,31.4,1008.7,7.0,5.7,14,24.1,43.0,28.2,0.0,999.9,1