day,year,mo,da,crimeDate,temp,dewp,slp,visib,wdsp,mxpsd,gust,max,min,prcp,sndp,fog,CRIME_NUM
7,2019,06,30,2019-06-30,77.7,65.1,1016.6,10.0,4.7,39.0,52.1,91.0,69.1,0.0,999.9,0,804
1,2019,07,01,2019-07-01,77.1,67.5,1015.0,10.0,6.1,12.0,21.0,91.0,69.1,0.2,999.9,0,910
2,2019,07,02,2019-07-02,83.9,70.0,1011.7,10.0,7.4,20.0,25.1,91.9,69.1,0.0,999.9,0,769
3,2019,07,03,2019-07-03,77.6,68.7,1011.6,9.7,6.3,15.0,21.0,91.9,69.1,0.42,999.9,0,807
4,2019,07,04,2019-07-04,78.1,67.7,1013.1,9.8,7.1,13.0,18.1,91.0,69.1,0.41,999.9,0,799
5,2019,07,05,2019-07-05,81.4,69.1,1014.4,9.7,6.6,11.1,34.0,91.0,70.0,0.0,999.9,0,891
6,2019,07,06,2019-07-06,77.7,68.5,1015.0,9.8,8.0,20.0,27.0,91.0,72.0,0.47,999.9,0,816
7,2019,07,07,2019-07-07,70.2,58.1,1016.7,10.0,13.0,19.0,20.0,82.9,64.9,0.0,999.9,0,775
1,2019,07,08,2019-07-08,70.8,53.2,1017.3,10.0,7.0,14.0,999.9,82.9,60.1,0.0,999.9,0,833
2,2019,07,09,2019-07-09,74.2,57.5,1016.0,10.0,5.4,11.1,20.0,88.0,60.1,0.0,999.9,0,743
3,2019,07,10,2019-07-10,83.4,66.1,1012.2,10.0,8.9,15.0,22.0,93.9,61.0,0.01,999.9,0,837
4,2019,07,11,2019-07-11,77.5,61.6,1012.0,10.0,7.4,12.0,19.0,93.9,70.0,0.0,999.9,0,765
5,2019,07,12,2019-07-12,71.8,55.7,1014.5,10.0,5.2,9.9,15.0,87.1,59.0,0.0,999.9,0,788
6,2019,07,13,2019-07-13,81.9,63.2,1013.9,10.0,8.0,13.0,20.0,93.9,59.0,0.0,999.9,0,892
7,2019,07,14,2019-07-14,79.4,62.5,1018.1,10.0,7.0,13.0,999.9,93.9,70.0,0.0,999.9,0,790
1,2019,07,15,2019-07-15,81.0,65.1,1016.8,10.0,8.7,17.1,28.9,91.9,70.0,0.0,999.9,0,822
2,2019,07,16,2019-07-16,77.2,67.3,1013.2,9.7,6.9,13.0,22.0,91.9,71.1,0.0,999.9,0,755
3,2019,07,17,2019-07-17,80.5,70.7,1011.6,9.7,4.3,12.0,35.9,91.9,71.1,0.05,999.9,0,803
4,2019,07,18,2019-07-18,77.4,71.2,1010.0,8.6,7.7,20.0,29.9,91.9,71.1,0.47,999.9,0,760
5,2019,07,19,2019-07-19,85.5,75.7,1008.5,10.0,9.6,13.0,20.0,93.0,73.9,1.36,999.9,0,802
6,2019,07,20,2019-07-20,85.0,73.7,1009.9,10.0,11.2,25.1,32.1,95.0,73.0,0.02,999.9,0,827
7,2019,07,21,2019-07-21,73.6,66.4,1012.5,9.5,10.0,18.1,22.9,78.1,68.0,0.79,999.9,0,774
1,2019,07,22,2019-07-22,70.3,54.2,1016.3,10.0,12.6,18.1,28.0,79.0,64.9,0.03,999.9,0,790
2,2019,07,23,2019-07-23,69.9,54.3,1018.6,10.0,6.5,12.0,19.0,80.1,62.1,0.0,999.9,0,788
3,2019,07,24,2019-07-24,71.2,53.3,1020.3,10.0,4.6,8.9,15.9,81.0,62.1,0.0,999.9,0,745
4,2019,07,25,2019-07-25,73.3,51.3,1021.2,10.0,4.0,8.0,999.9,84.9,62.1,0.0,999.9,0,800
5,2019,07,26,2019-07-26,75.6,59.0,1021.3,10.0,7.3,13.0,19.0,84.9,63.0,0.0,999.9,0,815
6,2019,07,27,2019-07-27,79.7,62.4,1018.7,10.0,11.7,18.1,28.0,89.1,66.9,0.0,999.9,0,826
7,2019,07,28,2019-07-28,81.1,64.7,1016.6,10.0,10.0,15.0,24.1,89.1,71.1,0.0,999.9,0,833
1,2019,07,29,2019-07-29,77.3,67.1,1011.7,9.2,8.9,21.0,32.1,89.1,70.0,0.09,999.9,0,815
2,2019,07,30,2019-07-30,73.2,61.2,1014.3,10.0,6.1,11.1,15.0,82.0,66.9,0.23,999.9,0,777
3,2019,07,31,2019-07-31,68.6,55.6,1020.3,10.0,7.9,13.0,19.0,78.1,59.0,0.0,999.9,0,713
4,2019,08,01,2019-08-01,68.5,54.9,1021.6,10.0,6.2,9.9,999.9,80.1,57.0,0.0,999.9,0,920
5,2019,08,02,2019-08-02,72.0,57.1,1020.7,10.0,5.4,9.9,999.9,82.9,57.0,0.0,999.9,0,881
6,2019,08,03,2019-08-03,75.4,55.9,1018.4,10.0,3.0,7.0,999.9,89.1,61.0,0.0,999.9,0,869
7,2019,08,04,2019-08-04,78.7,61.5,1016.6,10.0,4.6,8.9,999.9,89.1,63.0,0.0,999.9,0,842
1,2019,08,05,2019-08-05,78.8,63.3,1014.4,10.0,5.4,14.0,22.0,90.0,70.0,0.0,999.9,0,809
2,2019,08,06,2019-08-06,76.1,63.5,1009.1,10.0,7.8,15.0,18.1,90.0,66.9,0.01,999.9,0,784
3,2019,08,07,2019-08-07,76.7,61.6,1009.7,10.0,5.3,12.0,18.1,88.0,66.0,0.0,999.9,0,779
4,2019,08,08,2019-08-08,79.1,59.6,1009.1,10.0,9.4,18.1,26.0,88.0,66.0,0.01,999.9,0,820
5,2019,08,09,2019-08-09,72.7,52.0,1013.1,9.9,5.8,12.0,15.0,87.1,62.1,0.0,999.9,0,796
6,2019,08,10,2019-08-10,74.2,55.9,1015.2,10.0,4.3,9.9,999.9,86.0,62.1,0.0,999.9,0,800
7,2019,08,11,2019-08-11,74.4,59.7,1015.4,10.0,7.2,12.0,18.1,86.0,66.9,0.0,999.9,0,802
1,2019,08,12,2019-08-12,76.0,69.0,1011.7,9.2,4.0,8.0,999.9,84.0,68.0,0.0,999.9,0,709
2,2019,08,13,2019-08-13,75.2,68.3,1009.5,7.4,5.3,12.0,22.0,86.0,70.0,0.5,999.9,0,762
3,2019,08,14,2019-08-14,71.9,64.8,1012.6,9.9,5.2,15.0,999.9,86.0,66.0,0.19,999.9,0,793
4,2019,08,15,2019-08-15,70.1,60.4,1014.9,10.0,8.5,14.0,999.9,82.9,63.0,0.0,999.9,0,814
5,2019,08,16,2019-08-16,71.8,60.1,1013.4,10.0,6.2,12.0,21.0,84.0,63.0,0.0,999.9,0,773
6,2019,08,17,2019-08-17,73.3,65.8,1011.5,9.7,4.2,12.0,999.9,84.0,64.0,0.0,999.9,0,811
7,2019,08,18,2019-08-18,73.5,67.1,1010.0,9.3,7.9,19.0,29.9,82.0,66.9,0.18,999.9,1,759
1,2019,08,19,2019-08-19,75.6,66.0,1014.1,10.0,3.5,8.9,999.9,84.9,68.0,0.86,999.9,0,787
2,2019,08,20,2019-08-20,74.3,69.8,1014.8,8.6,3.7,15.0,22.9,84.9,68.0,0.0,999.9,0,732
3,2019,08,21,2019-08-21,73.1,66.9,1013.8,10.0,4.7,12.0,19.0,82.9,64.9,0.35,999.9,0,722
4,2019,08,22,2019-08-22,71.4,60.1,1015.2,10.0,8.1,15.9,22.9,82.9,64.0,0.02,999.9,0,754
5,2019,08,23,2019-08-23,67.6,52.8,1020.6,10.0,9.2,15.9,19.0,75.9,57.9,0.0,999.9,0,781
6,2019,08,24,2019-08-24,66.8,52.5,1023.9,10.0,7.6,15.9,20.0,75.0,57.9,0.0,999.9,0,818
7,2019,08,25,2019-08-25,68.6,52.9,1020.1,10.0,7.5,14.0,21.0,78.1,60.1,0.0,999.9,0,767
1,2019,08,26,2019-08-26,70.2,63.1,1011.0,8.9,8.9,15.9,24.1,78.1,61.0,0.05,999.9,0,730
2,2019,08,27,2019-08-27,71.6,62.9,1008.0,10.0,8.8,13.0,22.0,79.0,64.9,1.35,999.9,0,732
3,2019,08,28,2019-08-28,68.2,52.1,1012.4,10.0,10.9,21.0,33.0,79.0,59.0,0.0,999.9,0,752
4,2019,08,29,2019-08-29,69.8,56.3,1013.1,10.0,9.8,18.1,29.9,84.0,57.9,0.0,999.9,0,773
5,2019,08,30,2019-08-30,69.6,52.7,1016.6,10.0,6.6,15.0,22.0,84.0,57.9,0.0,999.9,0,767
6,2019,08,31,2019-08-31,66.9,51.9,1023.8,10.0,7.6,15.0,999.9,75.0,59.0,0.0,999.9,0,774
7,2019,09,01,2019-09-01,66.9,60.3,1020.7,9.8,5.3,12.0,999.9,75.0,62.1,0.45,999.9,0,892
1,2019,09,02,2019-09-02,70.0,61.5,1018.4,9.2,4.7,9.9,999.9,82.0,61.0,0.34,999.9,0,777
2,2019,09,03,2019-09-03,72.3,65.1,1013.5,9.8,9.5,24.1,35.9,82.0,61.0,0.05,999.9,0,680
3,2019,09,04,2019-09-04,67.6,57.0,1016.0,10.0,8.5,11.1,24.1,80.1,59.0,0.17,999.9,0,683
4,2019,09,05,2019-09-05,63.9,52.2,1020.8,10.0,4.4,8.9,999.9,73.9,55.9,0.0,999.9,0,649
5,2019,09,06,2019-09-06,67.3,57.7,1013.8,10.0,9.0,15.0,20.0,73.9,55.9,0.0,999.9,0,773
6,2019,09,07,2019-09-07,66.3,55.9,1016.7,10.0,7.5,13.0,19.0,78.1,55.9,0.0,999.9,0,737
7,2019,09,08,2019-09-08,65.1,55.4,1018.4,9.9,7.7,12.0,999.9,78.1,55.9,0.0,999.9,0,720
1,2019,09,09,2019-09-09,66.5,58.5,1020.7,10.0,6.2,9.9,999.9,75.9,62.1,0.04,999.9,0,778
2,2019,09,10,2019-09-10,78.0,66.5,1017.3,10.0,9.4,15.9,26.0,90.0,62.1,0.01,999.9,0,720
3,2019,09,11,2019-09-11,80.5,70.4,1017.9,9.9,6.6,13.0,22.9,90.0,71.1,0.0,999.9,0,750
4,2019,09,12,2019-09-12,71.9,66.8,1017.5,7.4,7.3,19.0,31.1,89.1,63.0,0.47,999.9,0,785
5,2019,09,13,2019-09-13,72.7,65.4,1016.0,9.4,10.2,21.0,32.1,78.1,64.9,1.35,999.9,0,817
6,2019,09,14,2019-09-14,66.7,55.1,1021.0,10.0,7.1,15.0,19.0,80.1,55.9,0.0,999.9,0,764
7,2019,09,15,2019-09-15,70.6,62.7,1017.9,9.2,8.7,14.0,22.9,80.1,55.9,0.47,999.9,0,785
1,2019,09,16,2019-09-16,71.2,66.8,1018.2,7.7,5.2,11.1,999.9,78.1,63.0,0.02,999.9,0,806
2,2019,09,17,2019-09-17,69.3,63.2,1020.5,8.8,6.0,8.9,999.9,78.1,64.0,0.0,999.9,0,781
3,2019,09,18,2019-09-18,70.9,61.0,1019.3,10.0,6.0,11.1,999.9,82.0,62.1,0.0,999.9,0,755
4,2019,09,19,2019-09-19,72.2,58.8,1018.0,10.0,4.9,11.1,999.9,82.9,62.1,0.0,999.9,0,789
5,2019,09,20,2019-09-20,74.1,64.4,1018.6,9.5,3.5,8.0,999.9,84.0,63.0,0.01,999.9,0,816
6,2019,09,21,2019-09-21,75.1,67.0,1018.1,9.7,8.7,15.9,26.0,84.0,68.0,0.0,999.9,0,757
7,2019,09,22,2019-09-22,72.2,67.5,1013.4,8.3,10.4,17.1,27.0,78.1,69.1,0.33,999.9,0,656
1,2019,09,23,2019-09-23,66.7,57.7,1014.1,9.4,8.4,17.1,22.9,77.0,59.0,1.31,999.9,0,766
2,2019,09,24,2019-09-24,66.9,54.5,1014.5,10.0,8.2,15.0,22.9,79.0,57.9,0.0,999.9,0,757
3,2019,09,25,2019-09-25,70.3,55.9,1007.1,10.0,12.5,17.1,27.0,79.0,57.9,0.0,999.9,0,713
4,2019,09,26,2019-09-26,65.5,45.8,1012.1,10.0,8.5,12.0,20.0,79.0,55.9,0.0,999.9,0,709
5,2019,09,27,2019-09-27,63.3,49.2,1010.4,9.3,8.4,15.0,26.0,72.0,55.9,0.0,999.9,0,668
6,2019,09,28,2019-09-28,61.3,59.1,1016.3,6.4,11.2,18.1,25.1,69.1,54.0,2.45,999.9,0,700
7,2019,09,29,2019-09-29,60.9,57.9,1021.2,9.1,9.1,15.0,19.0,66.0,53.1,0.53,999.9,0,713
1,2019,09,30,2019-09-30,71.2,65.9,1016.5,6.1,5.9,14.0,21.0,84.9,60.1,0.06,999.9,1,753
2,2019,10,01,2019-10-01,78.6,67.3,1013.0,9.9,8.5,11.1,17.1,86.0,64.9,0.0,999.9,0,882
3,2019,10,02,2019-10-02,65.9,61.9,1011.8,6.5,10.4,15.0,21.0,82.9,57.2,0.08,999.9,0,730
4,2019,10,03,2019-10-03,60.7,56.3,1016.0,7.5,8.9,15.0,24.1,69.1,57.0,2.25,999.9,0,730
5,2019,10,04,2019-10-04,51.8,45.1,1026.5,10.0,9.5,17.1,20.0,57.0,46.0,0.57,999.9,0,716
6,2019,10,05,2019-10-05,54.6,46.3,1022.0,9.5,7.6,12.0,15.9,63.0,45.0,0.0,999.9,0,723
7,2019,10,06,2019-10-06,58.6,47.2,1016.6,10.0,8.9,14.0,24.1,66.9,48.0,0.27,999.9,0,670
1,2019,10,07,2019-10-07,58.6,43.0,1020.8,10.0,8.1,14.0,21.0,69.1,48.0,0.0,999.9,0,746
2,2019,10,08,2019-10-08,57.1,43.2,1022.6,10.0,2.4,8.9,999.9,70.0,46.0,0.0,999.9,0,712
3,2019,10,09,2019-10-09,59.8,44.3,1020.6,10.0,6.7,11.1,999.9,70.0,46.0,0.0,999.9,0,734
4,2019,10,10,2019-10-10,61.6,52.1,1017.5,10.0,7.0,11.1,17.1,70.0,50.0,0.0,999.9,0,647
5,2019,10,11,2019-10-11,59.7,55.2,1012.2,9.0,9.7,17.1,25.1,69.1,42.1,0.2,999.9,0,728
6,2019,10,12,2019-10-12,42.7,26.6,1015.4,9.7,12.9,19.0,32.1,66.9,35.1,0.58,999.9,0,729
7,2019,10,13,2019-10-13,45.4,31.9,1010.2,10.0,9.8,18.1,28.0,54.0,36.0,0.0,999.9,0,697
1,2019,10,14,2019-10-14,44.7,31.8,1016.6,10.0,7.1,13.0,19.0,54.0,37.0,0.0,999.9,0,686
2,2019,10,15,2019-10-15,50.0,40.6,1013.7,9.7,7.0,14.0,26.0,62.6,41.0,0.0,999.9,0,744
3,2019,10,16,2019-10-16,48.8,37.0,1011.0,10.0,14.1,22.9,36.9,62.1,41.0,0.0,999.9,0,741
4,2019,10,17,2019-10-17,46.0,36.4,1016.6,10.0,5.8,8.0,15.0,54.0,41.0,0.0,999.9,0,676
5,2019,10,18,2019-10-18,46.8,38.5,1017.2,10.0,4.8,11.1,17.1,59.0,37.9,0.0,999.9,0,704
6,2019,10,19,2019-10-19,53.4,40.4,1010.5,10.0,7.6,12.0,20.0,68.0,37.9,0.0,999.9,0,718
7,2019,10,20,2019-10-20,56.3,47.6,1010.2,9.9,5.3,8.9,999.9,68.0,44.1,0.0,999.9,0,720
1,2019,10,21,2019-10-21,56.2,50.9,1003.0,6.7,11.9,22.9,35.9,66.9,48.2,0.0,999.9,1,712
2,2019,10,22,2019-10-22,50.0,38.8,1001.3,10.0,15.5,22.0,39.0,66.9,46.0,0.05,999.9,0,659
3,2019,10,23,2019-10-23,47.5,33.7,1011.3,10.0,9.0,17.1,26.0,57.9,39.0,0.01,999.9,0,700
4,2019,10,24,2019-10-24,47.1,39.0,1021.6,10.0,6.3,15.0,999.9,57.9,39.9,0.02,999.9,0,716
5,2019,10,25,2019-10-25,44.5,34.1,1027.1,10.0,3.9,6.0,999.9,50.0,42.1,0.0,999.9,0,751
6,2019,10,26,2019-10-26,42.1,37.6,1018.0,7.4,6.7,21.0,26.0,48.2,36.0,0.0,999.9,0,559
7,2019,10,27,2019-10-27,48.6,42.0,1008.1,7.3,12.3,22.0,29.9,57.9,36.0,2.22,999.9,0,701
1,2019,10,28,2019-10-28,47.1,41.2,1016.5,9.9,3.6,7.0,999.9,57.9,41.0,0.04,999.9,0,660
2,2019,10,29,2019-10-29,40.3,36.3,1021.1,8.4,7.0,15.0,24.1,48.9,35.1,0.15,999.9,0,635
3,2019,10,30,2019-10-30,36.5,32.4,1024.1,6.3,7.8,15.9,25.1,45.0,32.0,0.27,1.2,0,578
4,2019,10,31,2019-10-31,33.4,31.7,1012.8,2.9,14.7,20.0,28.9,41.0,30.0,0.46,3.1,1,589
5,2019,11,01,2019-11-01,30.9,23.6,1021.6,9.6,8.3,14.0,21.0,44.1,23.0,0.11,2.0,0,857
6,2019,11,02,2019-11-02,38.0,31.3,1020.1,9.3,9.3,15.0,31.1,44.1,23.2,0.01,2.0,0,664
7,2019,11,03,2019-11-03,38.8,28.3,1019.7,10.0,7.4,14.0,25.1,53.1,30.0,0.0,999.9,0,721
1,2019,11,04,2019-11-04,47.6,34.7,1013.5,10.0,8.8,13.0,21.0,53.1,30.2,0.0,999.9,0,672
2,2019,11,05,2019-11-05,37.7,25.3,1022.6,10.0,8.2,13.0,22.9,51.1,32.0,0.0,999.9,0,636
3,2019,11,06,2019-11-06,38.6,24.7,1026.1,10.0,6.5,15.9,28.9,55.0,30.0,0.0,999.9,0,661
4,2019,11,07,2019-11-07,28.3,18.7,1030.0,9.1,11.1,17.1,21.0,37.0,21.9,0.01,999.9,0,664
5,2019,11,08,2019-11-08,23.0,8.1,1032.2,10.0,6.6,11.1,999.9,32.0,16.0,0.0,999.9,0,680
6,2019,11,09,2019-11-09,33.6,16.8,1018.7,10.0,9.4,15.0,21.0,46.0,16.0,0.0,999.9,0,710
7,2019,11,10,2019-11-10,40.6,30.9,1014.6,9.5,6.2,11.1,999.9,46.0,27.1,0.0,999.9,0,652
1,2019,11,11,2019-11-11,28.1,24.6,1022.7,3.7,13.2,22.0,28.9,43.0,19.9,0.18,3.1,0,494
2,2019,11,12,2019-11-12,13.4,1.9,1031.6,10.0,11.2,17.1,25.1,33.1,7.0,0.04,3.1,0,547
3,2019,11,13,2019-11-13,15.7,3.7,1025.8,10.0,9.1,15.0,24.1,25.0,7.0,0.0,2.0,0,578
4,2019,11,14,2019-11-14,27.1,19.9,1022.0,9.3,6.3,11.1,15.9,30.0,10.9,0.01,2.0,0,578
5,2019,11,15,2019-11-15,27.1,20.2,1027.6,9.3,5.9,9.9,999.9,37.9,21.9,0.0,1.2,0,758
6,2019,11,16,2019-11-16,32.8,26.6,1029.4,8.1,4.5,8.9,999.9,42.1,21.9,0.0,1.2,0,664
7,2019,11,17,2019-11-17,32.9,26.6,1019.4,9.7,6.2,8.0,999.9,42.1,26.1,0.0,1.2,0,702
1,2019,11,18,2019-11-18,36.7,33.5,1009.6,5.7,4.3,8.0,999.9,39.9,27.1,0.04,999.9,0,683
2,2019,11,19,2019-11-19,37.2,32.0,1009.1,8.2,3.2,7.0,999.9,41.0,34.0,0.0,999.9,0,687
3,2019,11,20,2019-11-20,40.8,37.3,1019.2,6.7,3.5,11.1,999.9,46.9,35.1,0.01,999.9,0,729
4,2019,11,21,2019-11-21,46.5,41.9,1012.6,8.8,12.7,22.0,36.9,54.0,37.9,0.26,999.9,0,662
5,2019,11,22,2019-11-22,36.0,26.8,1019.7,10.0,8.2,14.0,25.1,54.0,28.9,0.42,999.9,0,727
6,2019,11,23,2019-11-23,31.0,25.0,1014.0,10.0,4.5,8.9,999.9,39.9,24.1,0.0,999.9,0,702
7,2019,11,24,2019-11-24,38.0,30.2,1005.3,10.0,7.9,11.1,999.9,50.0,24.3,0.0,999.9,0,698
1,2019,11,25,2019-11-25,44.5,36.3,1002.4,10.0,6.8,9.9,999.9,53.1,32.0,0.0,999.9,0,694
2,2019,11,26,2019-11-26,41.2,34.3,1007.8,9.8,5.8,14.0,999.9,53.1,32.0,0.0,999.9,0,678
3,2019,11,27,2019-11-27,44.4,39.6,1001.1,7.6,16.1,31.1,46.0,55.0,33.1,0.62,999.9,0,637
4,2019,11,28,2019-11-28,33.8,25.2,1028.7,10.0,9.6,20.0,28.9,36.0,30.9,0.25,999.9,0,508
5,2019,11,29,2019-11-29,35.7,32.8,1028.6,8.6,5.5,8.9,999.9,39.9,31.1,0.0,999.9,0,649
6,2019,11,30,2019-11-30,37.3,34.2,1013.8,7.0,10.4,22.0,32.1,39.9,33.1,0.03,999.9,0,663
7,2019,12,01,2019-12-01,39.3,37.6,996.4,5.6,8.0,20.0,28.0,41.0,34.0,0.34,999.9,0,724
1,2019,12,02,2019-12-02,31.7,26.5,1013.4,9.4,11.3,15.9,22.9,41.0,28.9,0.11,999.9,0,709
2,2019,12,03,2019-12-03,32.4,26.2,1011.0,9.9,9.1,14.0,22.0,39.9,28.9,0.0,999.9,0,690
3,2019,12,04,2019-12-04,36.7,28.1,1004.2,10.0,11.4,20.0,29.9,43.0,29.1,0.0,999.9,0,746
4,2019,12,05,2019-12-05,35.7,27.9,1014.7,10.0,5.8,11.1,999.9,45.0,27.0,0.0,999.9,0,700
5,2019,12,06,2019-12-06,38.5,29.6,1019.7,10.0,9.8,20.0,28.9,45.0,29.1,0.0,999.9,0,736
6,2019,12,07,2019-12-07,30.7,23.8,1028.2,10.0,5.3,9.9,999.9,42.1,25.0,0.0,999.9,0,700
7,2019,12,08,2019-12-08,38.5,30.7,1016.3,8.9,10.3,15.0,22.9,46.9,25.2,0.0,999.9,0,671
1,2019,12,09,2019-12-09,45.8,43.3,1003.1,6.6,7.3,21.0,32.1,46.9,34.0,0.05,999.9,0,705
2,2019,12,10,2019-12-10,22.0,13.2,1016.1,9.8,12.5,20.0,31.1,46.9,14.0,0.0,999.9,0,675
3,2019,12,11,2019-12-11,17.9,7.4,1029.4,9.4,8.6,14.0,22.9,24.1,12.9,0.0,999.9,0,606
4,2019,12,12,2019-12-12,28.0,18.2,1027.8,9.8,8.3,15.0,27.0,45.0,12.9,0.0,999.9,0,656
5,2019,12,13,2019-12-13,39.7,27.5,1014.8,10.0,6.8,11.1,20.0,45.0,36.0,0.0,999.9,0,732
6,2019,12,14,2019-12-14,32.8,28.0,1007.8,7.7,5.1,15.9,22.9,45.0,27.0,0.0,999.9,0,682
7,2019,12,15,2019-12-15,23.5,15.2,1016.7,9.8,7.3,14.0,25.1,35.1,19.0,0.0,999.9,0,655
1,2019,12,16,2019-12-16,26.0,20.1,1021.5,8.3,4.7,8.0,999.9,30.2,24.1,0.01,999.9,0,624
2,2019,12,17,2019-12-17,24.9,18.7,1020.2,10.0,8.4,14.0,22.9,30.0,19.0,0.0,999.9,0,670
3,2019,12,18,2019-12-18,19.9,7.4,1023.9,9.9,9.1,15.9,22.0,28.9,10.0,0.0,999.9,0,653
4,2019,12,19,2019-12-19,22.9,8.8,1026.2,10.0,8.2,15.0,22.0,35.1,14.0,0.0,999.9,0,683
5,2019,12,20,2019-12-20,29.9,24.6,1029.0,7.2,3.5,8.9,999.9,41.0,15.1,0.0,999.9,0,726
6,2019,12,21,2019-12-21,37.5,28.5,1027.6,10.0,6.9,9.9,999.9,46.9,23.2,0.0,999.9,0,747
7,2019,12,22,2019-12-22,39.7,30.6,1024.2,10.0,7.8,12.0,20.0,52.0,33.1,0.0,999.9,0,681
1,2019,12,23,2019-12-23,42.0,31.8,1018.5,10.0,7.7,11.1,19.0,52.0,33.1,0.0,999.9,0,691
2,2019,12,24,2019-12-24,39.8,35.0,1017.7,5.8,5.7,13.0,21.0,55.0,30.0,0.0,999.9,1,624
3,2019,12,25,2019-12-25,47.5,39.7,1012.3,10.0,7.5,13.0,20.0,57.0,30.2,0.0,999.9,0,511
4,2019,12,26,2019-12-26,55.6,48.0,1012.4,10.0,10.2,12.0,26.0,61.0,37.0,0.0,999.9,0,609
5,2019,12,27,2019-12-27,36.9,31.7,1021.5,9.5,7.7,13.0,21.0,61.0,32.0,0.0,999.9,0,693
