day,year,mo,da,crimeDate,temp,dewp,slp,visib,wdsp,mxpsd,gust,max,min,prcp,sndp,fog,CRIME_NUM
4,2021,07,01,2021-07-01,71.3,62.3,1016.2,10.0,10.3,18.1,25.1,82.9,66.0,0.29,999.9,1,686
5,2021,07,02,2021-07-02,64.8,54.5,1018.5,10.0,7.7,14,999.9,75.9,57.0,0.0,999.9,0,645
6,2021,07,03,2021-07-03,70.4,55.1,1016.5,10.0,6.4,12,19.0,86.0,57.0,0.0,999.9,0,665
7,2021,07,04,2021-07-04,79.1,64.3,1013.5,10.0,6.4,11.1,15.0,89.1,59.0,0.0,999.9,0,687
1,2021,07,05,2021-07-05,81.6,67.7,1013.9,10.0,10.2,18.1,26.0,91.0,70.0,0.0,999.9,0,671
2,2021,07,06,2021-07-06,83.4,67.7,1015.1,10.0,9.6,13,22.9,91.0,73.0,0.0,999.9,0,557
3,2021,07,07,2021-07-07,80.5,67.6,1012.7,10.0,7.3,18.1,25.1,91.0,73.0,0.0,999.9,0,597
4,2021,07,08,2021-07-08,66.7,61.1,1012.3,10.0,7.1,12,999.9,89.1,63.0,0.0,999.9,1,579
5,2021,07,09,2021-07-09,66.4,53.7,1016.8,10.0,6.8,11.1,15.9,75.9,59.0,0.0,999.9,0,608
6,2021,07,10,2021-07-10,69.3,57.7,1015.6,10.0,7.5,13,15.9,75.9,59.0,0.0,999.9,1,615
7,2021,07,11,2021-07-11,67.8,63.2,1013.1,8.8,11.5,15.9,26.0,75.9,63.0,0.15,999.9,1,533
1,2021,07,12,2021-07-12,69.7,63.5,1015.9,10.0,8.1,14,18.1,73.9,66.0,0.05,999.9,1,577
2,2021,07,13,2021-07-13,71.1,66.6,1015.6,6.6,5.5,9.9,999.9,80.1,66.9,0.04,999.9,1,614
3,2021,07,14,2021-07-14,76.3,66.5,1018.3,10.0,6.8,13,20.0,84.0,68.0,0.0,999.9,1,564
4,2021,07,15,2021-07-15,75.4,68.4,1014.0,9.8,9.9,15.9,28.9,84.0,69.1,0.12,999.9,1,527
5,2021,07,16,2021-07-16,68.9,64.5,1015.3,8.7,9.1,15,999.9,79.0,64.9,1.04,999.9,1,608
6,2021,07,17,2021-07-17,70.6,62.5,1017.7,10.0,9.8,15.9,22.9,77.0,64.0,0.04,999.9,1,620
7,2021,07,18,2021-07-18,72.7,62.0,1021.7,10.0,7.7,12,15.0,82.0,63.0,0.0,999.9,0,591
1,2021,07,19,2021-07-19,73.4,62.6,1021.4,10.0,5.5,8.9,999.9,84.9,63.0,0.0,999.9,0,565
2,2021,07,20,2021-07-20,76.2,62.7,1018.1,10.0,6.4,15.9,18.1,88.0,64.0,0.0,999.9,0,577
3,2021,07,21,2021-07-21,69.6,62.0,1019.4,8.7,8.8,12,999.9,88.0,64.9,0.0,999.9,0,569
4,2021,07,22,2021-07-22,72.2,64.1,1021.0,9.2,3.8,9.9,999.9,86.0,64.0,0.0,999.9,0,601
5,2021,07,23,2021-07-23,80.5,69.9,1018.6,6.7,6.6,9.9,15.0,89.1,64.0,0.0,999.9,0,629
6,2021,07,24,2021-07-24,82.0,71.4,1012.9,7.1,9.4,28,35.0,91.9,73.9,0.0,999.9,1,608
7,2021,07,25,2021-07-25,81.5,64.4,1012.3,10.0,4.6,8.9,999.9,91.9,72.0,0.12,999.9,0,640
1,2021,07,26,2021-07-26,81.6,57.9,1015.0,10.0,3.7,7,999.9,93.9,70.0,0.0,999.9,0,629
2,2021,07,27,2021-07-27,80.2,63.7,1016.3,10.0,5.9,14,19.0,93.9,70.0,0.0,999.9,0,616
3,2021,07,28,2021-07-28,81.0,70.4,1015.7,10.0,6.1,21,28.0,88.0,70.0,0.21,999.9,1,585
4,2021,07,29,2021-07-29,81.7,71.9,1012.3,9.9,9.8,28.9,42.0,89.1,70.0,0.17,999.9,1,710
5,2021,07,30,2021-07-30,70.3,58.6,1018.9,10.0,11.6,17.1,22.0,89.1,66.0,0.0,999.9,0,645
6,2021,07,31,2021-07-31,69.4,56.9,1017.4,10.0,4.3,12,999.9,80.1,61.0,0.0,999.9,1,785
7,2021,08,01,2021-08-01,71.8,60.1,1015.2,8.3,9,15,21.0,80.1,62.1,0.0,999.9,0,733
1,2021,08,02,2021-08-02,68.7,55.7,1020.2,10.0,5.9,15,999.9,78.1,60.1,0.0,999.9,0,602
2,2021,08,03,2021-08-03,71.6,54.0,1018.9,10.0,3.5,9.9,999.9,82.9,60.1,0.0,999.9,0,540
3,2021,08,04,2021-08-04,74.8,55.6,1018.8,10.0,2.7,8.9,999.9,84.9,62.1,0.0,999.9,0,584
4,2021,08,05,2021-08-05,76.0,56.5,1018.5,9.3,6,12,19.0,87.1,64.0,0.0,999.9,0,573
5,2021,08,06,2021-08-06,77.0,61.8,1014.9,10.0,9,13,21.0,87.1,66.0,0.0,999.9,0,584
6,2021,08,07,2021-08-07,76.2,66.7,1014.0,9.3,6.4,19,33.0,89.1,66.0,0.19,999.9,1,607
7,2021,08,08,2021-08-08,82.8,69.4,1011.3,9.5,9.9,20,40.0,91.9,66.0,0.0,999.9,1,619
1,2021,08,09,2021-08-09,74.6,68.6,1010.8,9.7,10,17.1,32.1,91.9,70.0,0.03,999.9,1,565
2,2021,08,10,2021-08-10,81.0,74.0,1011.1,9.5,6.6,15,24.1,93.0,70.0,0.64,999.9,1,527
3,2021,08,11,2021-08-11,77.8,70.3,1009.8,9.5,10.3,25.1,49.9,93.0,70.0,0.38,999.9,1,545
4,2021,08,12,2021-08-12,80.1,70.7,1011.1,10.0,10.2,17.1,39.0,88.0,72.0,0.09,999.9,1,525
5,2021,08,13,2021-08-13,75.9,62.4,1016.5,10.0,5.7,9.9,999.9,84.9,72.0,0.0,999.9,0,559
6,2021,08,14,2021-08-14,72.9,52.5,1022.7,10.0,6.5,9.9,999.9,84.0,62.1,0.0,999.9,0,610
7,2021,08,15,2021-08-15,70.6,51.5,1023.3,10.0,4.6,11.1,17.1,80.1,60.1,0.0,999.9,0,595
1,2021,08,16,2021-08-16,72.3,56.5,1019.2,10.0,5.4,11.1,15.0,80.1,60.1,0.0,999.9,0,596
2,2021,08,17,2021-08-17,74.2,61.2,1016.7,10.0,4.2,8.9,999.9,84.0,63.0,0.0,999.9,0,579
3,2021,08,18,2021-08-18,77.2,68.6,1017.4,9.7,5.8,8.9,999.9,86.0,66.0,0.0,999.9,0,511
4,2021,08,19,2021-08-19,79.2,69.9,1017.8,9.5,5,13,999.9,88.0,70.0,0.0,999.9,1,557
5,2021,08,20,2021-08-20,79.8,69.1,1014.4,8.8,4.8,9.9,999.9,91.0,70.0,0.0,999.9,1,601
6,2021,08,21,2021-08-21,79.7,69.1,1010.6,9.1,7.2,18.1,28.9,91.0,70.0,0.0,999.9,1,671
7,2021,08,22,2021-08-22,76.3,66.8,1013.8,10.0,7.2,12,18.1,88.0,70.0,0.6,999.9,0,607
1,2021,08,23,2021-08-23,75.1,65.6,1014.7,10.0,5.2,9.9,15.9,87.1,66.9,0.0,999.9,0,627
2,2021,08,24,2021-08-24,82.5,72.1,1013.7,9.7,6.8,19,39.0,95.0,66.9,0.0,999.9,1,554
3,2021,08,25,2021-08-25,78.7,70.8,1016.3,9.5,6.4,21,31.1,95.0,71.1,1.91,999.9,1,561
4,2021,08,26,2021-08-26,77.4,69.5,1019.3,9.6,4.8,9.9,17.1,93.9,70.0,0.39,999.9,1,582
5,2021,08,27,2021-08-27,80.7,70.0,1016.8,10.0,4.8,9.9,15.0,91.0,70.0,0.0,999.9,0,667
6,2021,08,28,2021-08-28,83.6,72.8,1016.9,10.0,7.8,12,21.0,91.9,73.0,0.0,999.9,0,617
7,2021,08,29,2021-08-29,81.5,71.7,1015.5,10.0,9.4,20,28.9,91.9,73.9,0.0,999.9,1,649
1,2021,08,30,2021-08-30,76.2,63.1,1014.4,10.0,4.8,8.9,999.9,89.1,66.9,0.28,999.9,0,612
2,2021,08,31,2021-08-31,74.7,58.9,1010.8,10.0,4.9,12,999.9,84.9,66.0,0.0,999.9,0,588
3,2021,09,01,2021-09-01,73.2,58.7,1012.6,10.0,11.4,15.9,22.0,82.0,66.9,0.0,999.9,1,706
4,2021,09,02,2021-09-02,69.5,55.6,1018.5,10.0,5.8,14,999.9,78.1,62.1,0.0,999.9,0,549
5,2021,09,03,2021-09-03,69.7,56.6,1018.6,10.0,5.9,8.9,999.9,78.1,62.1,0.0,999.9,1,642
6,2021,09,04,2021-09-04,70.1,60.2,1013.2,9.9,7.1,14,18.1,75.0,64.0,0.01,999.9,1,664
7,2021,09,05,2021-09-05,69.5,56.3,1011.5,10.0,7.1,12,24.1,82.0,60.1,0.0,999.9,1,668
1,2021,09,06,2021-09-06,72.0,53.0,1012.6,10.0,4.9,9.9,999.9,82.0,60.1,0.0,999.9,0,626
2,2021,09,07,2021-09-07,72.3,61.0,1008.4,10.0,9,19,29.9,88.0,61.0,0.0,999.9,1,563
3,2021,09,08,2021-09-08,69.7,52.5,1008.1,10.0,8.7,15.9,27.0,88.0,59.0,0.0,999.9,0,577
4,2021,09,09,2021-09-09,66.9,51.2,1014.0,10.0,5.8,8.9,999.9,79.0,57.9,0.0,999.9,0,606
5,2021,09,10,2021-09-10,68.5,52.4,1017.2,10.0,4.4,11.1,18.1,80.1,57.9,0.0,999.9,0,668
6,2021,09,11,2021-09-11,73.6,59.2,1013.4,10.0,7.5,13,20.0,87.1,59.0,0.0,999.9,0,657
7,2021,09,12,2021-09-12,78.8,64.5,1013.1,10.0,8.8,13,20.0,87.1,64.9,0.0,999.9,0,674
1,2021,09,13,2021-09-13,74.6,65.6,1016.2,10.0,6.3,13,999.9,88.0,68.0,0.0,999.9,0,685
2,2021,09,14,2021-09-14,77.1,65.8,1010.0,9.5,10.5,18.1,25.1,88.0,68.0,0.0,999.9,0,638
3,2021,09,15,2021-09-15,68.4,53.4,1014.5,10.0,6.5,15.9,22.9,86.0,59.0,0.0,999.9,0,652
4,2021,09,16,2021-09-16,68.7,51.4,1018.2,10.0,4.5,11.1,14.0,82.0,57.0,0.0,999.9,0,671
5,2021,09,17,2021-09-17,74.8,57.8,1017.3,10.0,6.3,15.9,27.0,89.1,57.0,0.0,999.9,1,617
6,2021,09,18,2021-09-18,71.4,62.2,1020.9,9.9,8.6,13,15.9,89.1,64.0,0.45,999.9,1,656
7,2021,09,19,2021-09-19,73.6,62.3,1019.0,10.0,4.5,11.1,999.9,89.1,64.0,0.0,999.9,0,708
1,2021,09,20,2021-09-20,75.7,66.9,1013.3,9.4,7.7,13,22.9,89.1,64.0,0.0,999.9,1,648
2,2021,09,21,2021-09-21,69.0,62.2,1014.1,9.2,11.3,15.9,31.1,82.0,61.0,0.23,999.9,1,617
3,2021,09,22,2021-09-22,59.7,50.4,1019.7,9.4,13.9,21,28.9,75.9,55.9,0.42,999.9,1,619
4,2021,09,23,2021-09-23,58.0,42.0,1015.4,10.0,11.6,14,24.1,66.9,51.1,0.4,999.9,0,616
5,2021,09,24,2021-09-24,62.7,44.0,1013.5,10.0,9,19,32.1,79.0,51.1,0.0,999.9,0,591
6,2021,09,25,2021-09-25,61.4,45.9,1014.1,9.8,9.8,15.9,25.1,79.0,50.0,0.12,999.9,1,636
7,2021,09,26,2021-09-26,66.1,41.2,1013.6,10.0,9.5,17.1,29.9,82.9,50.0,0.0,999.9,0,616
1,2021,09,27,2021-09-27,73.4,54.5,1008.3,10.0,10.3,18.1,22.9,87.1,54.0,0.0,999.9,0,630
2,2021,09,28,2021-09-28,65.9,54.7,1014.1,10.0,9.6,17.1,999.9,87.1,60.1,0.0,999.9,0,661
3,2021,09,29,2021-09-29,67.0,54.5,1016.8,10.0,4.8,8.9,999.9,82.0,55.0,0.0,999.9,0,642
4,2021,09,30,2021-09-30,68.7,55.0,1020.1,10.0,4.5,8.9,999.9,82.0,55.0,0.0,999.9,0,608
5,2021,10,01,2021-10-01,70.8,57.1,1021.1,10.0,4.2,8.9,999.9,84.9,61.0,0.0,999.9,0,799
6,2021,10,02,2021-10-02,72.7,61.5,1016.5,9.9,6.8,15,21.0,84.9,61.0,0.02,999.9,1,699
7,2021,10,03,2021-10-03,70.6,65.6,1010.2,9.4,5,8.9,14.0,80.1,66.0,0.14,999.9,1,688
1,2021,10,04,2021-10-04,66.9,62.5,1012.4,9.5,7.7,18.1,24.1,75.9,64.0,0.0,999.9,1,621
2,2021,10,05,2021-10-05,65.6,60.8,1021.0,10.0,11.9,18.1,22.0,73.0,64.0,0.0,999.9,1,632
3,2021,10,06,2021-10-06,65.6,61.9,1023.3,7.7,8.3,11.1,999.9,68.0,64.0,0.0,999.9,1,656
4,2021,10,07,2021-10-07,68.1,64.3,1019.8,7.2,6.7,12,25.1,75.0,64.0,0.03,999.9,1,575
5,2021,10,08,2021-10-08,67.0,62.2,1015.9,8.4,2.7,9.9,999.9,75.0,62.1,0.63,999.9,1,634
6,2021,10,09,2021-10-09,69.4,61.9,1013.4,9.3,3.5,9.9,15.0,80.1,62.1,0.02,999.9,1,645
7,2021,10,10,2021-10-10,73.0,63.9,1007.5,9.9,8.7,17.1,26.0,80.1,64.0,0.01,999.9,1,637
1,2021,10,11,2021-10-11,72.2,63.7,1005.6,9.1,9.2,15,26.0,79.0,66.0,0.02,999.9,1,561
2,2021,10,12,2021-10-12,63.0,60.0,1008.4,8.9,9.5,15,20.0,77.0,61.0,0.76,999.9,1,624
3,2021,10,13,2021-10-13,60.0,55.0,1014.0,8.9,4.1,15,20.0,71.1,53.1,0.01,999.9,1,602
4,2021,10,14,2021-10-14,66.7,58.3,1011.1,9.5,6.8,13,21.0,71.1,53.1,0.41,999.9,1,599
5,2021,10,15,2021-10-15,57.7,48.7,1012.1,10.0,5.3,12,999.9,71.1,52.0,0.1,999.9,1,627
6,2021,10,16,2021-10-16,52.1,38.1,1014.8,10.0,8.9,14,24.1,62.1,44.1,0.02,999.9,1,601
7,2021,10,17,2021-10-17,53.3,35.0,1019.1,10.0,6.9,11.1,18.1,66.0,42.1,0.0,999.9,0,620
1,2021,10,18,2021-10-18,57.0,39.0,1019.6,10.0,3.7,8.9,15.0,72.0,43.0,0.0,999.9,0,630
2,2021,10,19,2021-10-19,60.7,45.6,1018.5,10.0,6.6,12,20.0,72.0,45.0,0.0,999.9,0,553
3,2021,10,20,2021-10-20,61.3,47.3,1016.7,10.0,6.8,14,19.0,72.0,52.0,0.0,999.9,0,600
4,2021,10,21,2021-10-21,56.7,48.6,1011.3,9.9,10.1,15.9,24.1,72.0,48.0,0.0,999.9,1,625
5,2021,10,22,2021-10-22,47.9,38.2,1017.3,10.0,5.4,9.9,999.9,64.9,41.0,0.0,999.9,1,606
6,2021,10,23,2021-10-23,47.4,33.6,1016.7,10.0,4.1,8,999.9,55.9,39.0,0.0,999.9,0,645
7,2021,10,24,2021-10-24,45.7,39.4,1015.4,8.7,5.5,20,29.9,55.9,39.0,0.0,999.9,1,485
1,2021,10,25,2021-10-25,49.6,45.2,1010.3,7.4,19.4,26,40.0,55.0,39.0,2.26,999.9,1,577
2,2021,10,26,2021-10-26,49.1,41.3,1018.6,10.0,8,9.9,999.9,57.0,42.1,0.35,999.9,0,628
3,2021,10,27,2021-10-27,47.1,38.1,1016.2,10.0,5.3,13,999.9,57.0,37.9,0.0,999.9,0,599
4,2021,10,28,2021-10-28,51.3,46.1,1006.1,9.0,8.9,13,999.9,55.9,37.9,0.0,999.9,1,592
5,2021,10,29,2021-10-29,54.3,52.3,1001.3,4.9,12.3,22,29.9,57.0,48.0,0.51,999.9,1,607
6,2021,10,30,2021-10-30,54.4,48.8,1004.1,8.1,13.9,19,29.9,59.0,51.1,0.5,999.9,1,615
7,2021,10,31,2021-10-31,48.7,41.1,1011.3,10.0,8.3,15,21.0,59.0,45.0,0.04,999.9,0,652
1,2021,11,01,2021-11-01,41.4,28.1,1023.9,10.0,7.3,14,21.0,53.1,35.1,0.0,999.9,0,663
2,2021,11,02,2021-11-02,39.6,25.2,1026.8,10.0,7.2,13,20.0,48.9,32.0,0.0,999.9,0,601
3,2021,11,03,2021-11-03,36.9,24.4,1029.0,10.0,4.6,8.9,15.9,46.9,28.9,0.0,999.9,0,586
4,2021,11,04,2021-11-04,37.8,24.3,1027.7,10.0,3.9,8.9,999.9,46.9,28.9,0.0,999.9,0,573
5,2021,11,05,2021-11-05,41.5,28.6,1027.0,10.0,6.5,12,19.0,52.0,29.1,0.0,999.9,0,568
6,2021,11,06,2021-11-06,45.9,31.9,1023.0,10.0,7.7,12,21.0,59.0,34.0,0.0,999.9,0,629
7,2021,11,07,2021-11-07,52.4,39.6,1020.0,9.9,8.1,14,22.9,64.9,36.0,0.0,999.9,0,638
1,2021,11,08,2021-11-08,55.9,42.6,1018.2,10.0,9.2,14,22.9,64.9,41.0,0.0,999.9,0,652
2,2021,11,09,2021-11-09,54.7,47.3,1020.4,9.4,7.1,13,20.0,64.9,48.9,0.0,999.9,0,625
3,2021,11,10,2021-11-10,47.8,41.0,1020.5,9.7,6.1,13,999.9,57.9,37.9,0.0,999.9,1,624
4,2021,11,11,2021-11-11,52.7,45.4,1006.0,8.8,11.5,18.1,32.1,71.1,37.9,0.0,999.9,1,565
5,2021,11,12,2021-11-12,40.6,31.9,1005.9,9.5,11.8,18.1,33.0,57.0,35.1,0.44,999.9,1,544
6,2021,11,13,2021-11-13,37.1,30.8,1012.3,9.8,10.1,13,21.0,43.0,35.1,0.05,999.9,1,587
7,2021,11,14,2021-11-14,35.6,29.9,1009.0,8.6,12,20,31.1,39.0,33.1,0.03,999.9,1,560
1,2021,11,15,2021-11-15,32.9,23.5,1017.9,9.7,6.2,13,22.0,37.0,30.0,0.01,999.9,1,590
2,2021,11,16,2021-11-16,37.7,30.3,1017.5,9.5,4.8,12,22.0,48.9,30.0,0.01,999.9,0,592
3,2021,11,17,2021-11-17,54.7,49.4,1008.7,8.6,10.2,17.1,27.0,61.0,46.9,0.0,999.9,1,531
4,2021,11,18,2021-11-18,36.9,22.9,1019.1,10.0,12.4,20,31.1,61.0,32.0,0.13,999.9,1,573
5,2021,11,19,2021-11-19,32.8,18.7,1030.6,10.0,7.6,17.1,25.1,39.9,26.1,0.0,999.9,1,570
6,2021,11,20,2021-11-20,39.7,26.1,1023.0,10.0,8.9,14,20.0,50.0,27.1,0.0,999.9,0,603
7,2021,11,21,2021-11-21,43.5,32.4,1018.0,9.9,5.5,19,34.0,55.0,35.1,0.0,999.9,1,580
1,2021,11,22,2021-11-22,31.2,10.0,1021.5,10.0,10.5,18.1,33.0,55.0,23.0,0.0,999.9,0,530
2,2021,11,23,2021-11-23,31.7,11.5,1022.9,10.0,6.4,14,20.0,43.0,24.1,0.0,999.9,0,498
3,2021,11,24,2021-11-24,41.9,26.4,1015.1,10.0,12.5,17.1,26.0,53.1,24.3,0.0,999.9,0,590
4,2021,11,25,2021-11-25,44.1,37.4,1016.6,10.0,9.7,17.1,25.1,53.1,30.0,0.04,999.9,1,410
5,2021,11,26,2021-11-26,24.7,10.1,1023.6,10.0,8.3,17.1,27.0,30.0,19.0,0.0,999.9,0,540
6,2021,11,27,2021-11-27,33.7,21.0,1013.4,10.0,6.8,9.9,999.9,42.1,19.0,0.0,999.9,1,546
7,2021,11,28,2021-11-28,34.8,20.6,1015.1,10.0,10.3,15.9,27.0,42.1,30.0,0.0,999.9,0,566
1,2021,11,29,2021-11-29,33.1,14.9,1017.8,10.0,6.2,17.1,27.0,41.0,27.0,0.0,999.9,1,596
2,2021,11,30,2021-11-30,41.5,26.0,1013.5,10.0,8.5,13,19.0,53.1,27.1,0.0,999.9,0,564
3,2021,12,01,2021-12-01,41.3,30.7,1015.6,9.9,5.4,13,21.0,53.1,34.0,0.0,999.9,1,673
4,2021,12,02,2021-12-02,51.2,35.6,1007.5,9.9,11,19,28.0,59.0,34.0,0.0,999.9,0,626
5,2021,12,03,2021-12-03,45.7,31.5,1016.6,10.0,4.8,8.9,999.9,59.0,42.1,0.0,999.9,1,672
6,2021,12,04,2021-12-04,37.6,25.3,1023.7,8.3,6.6,11.1,15.9,51.1,30.9,0.0,999.9,1,596
7,2021,12,05,2021-12-05,37.6,20.0,1018.9,8.2,7.6,17.1,24.1,44.1,32.0,0.0,999.9,1,552
1,2021,12,06,2021-12-06,34.6,24.0,1010.6,9.0,13.6,22,33.0,41.0,24.1,0.26,999.9,1,554
2,2021,12,07,2021-12-07,18.3,0.2,1024.6,10.0,6.5,15.9,25.1,37.9,12.9,0.0,999.9,1,520
3,2021,12,08,2021-12-08,28.3,13.0,1015.9,10.0,7.8,12,999.9,35.1,12.9,0.0,999.9,0,602
4,2021,12,09,2021-12-09,34.3,22.7,1011.9,9.9,7.3,14,21.0,46.0,25.0,0.0,999.9,0,581
5,2021,12,10,2021-12-10,42.0,34.5,1009.5,9.1,6.7,14,20.0,46.9,28.2,0.0,999.9,1,590
6,2021,12,11,2021-12-11,45.3,38.0,1000.4,8.5,13.8,27,47.0,60.1,35.1,0.84,999.9,1,545
7,2021,12,12,2021-12-12,37.9,24.1,1018.2,10.0,10.6,17.1,26.0,57.9,32.0,0.0,999.9,0,590
1,2021,12,13,2021-12-13,42.5,28.1,1020.5,10.0,10.8,18.1,27.0,48.9,32.0,0.0,999.9,0,602
2,2021,12,14,2021-12-14,40.7,31.6,1026.3,9.9,3.7,9.9,999.9,54.0,32.0,0.0,999.9,0,564
3,2021,12,15,2021-12-15,56.2,50.1,1013.8,9.3,12.6,20,34.0,64.9,48.9,0.03,999.9,1,619
4,2021,12,16,2021-12-16,51.5,41.0,1006.8,9.8,20.5,32.1,52.1,66.2,37.9,0.0,999.9,1,595
5,2021,12,17,2021-12-17,32.9,20.4,1022.1,10.0,7.3,14,22.9,37.9,27.0,0.0,999.9,0,572
6,2021,12,18,2021-12-18,37.2,30.4,1019.5,8.5,9.5,13,22.0,39.9,27.1,0.04,999.9,1,579
7,2021,12,19,2021-12-19,32.4,22.3,1026.3,10.0,6.2,12,15.9,39.9,28.0,0.02,999.9,0,506
1,2021,12,20,2021-12-20,34.1,26.2,1021.5,10.0,10.7,15,25.1,42.1,28.9,0.0,999.9,0,537
2,2021,12,21,2021-12-21,32.4,23.4,1015.1,10.0,7.6,19,28.9,42.1,23.0,0.0,999.9,0,500
3,2021,12,22,2021-12-22,26.4,11.5,1014.7,10.0,9.4,19,31.1,39.9,19.0,0.0,999.9,0,474
4,2021,12,23,2021-12-23,34.1,21.9,1013.3,10.0,7.1,14,22.0,46.0,19.9,0.0,999.9,0,529
5,2021,12,24,2021-12-24,42.6,38.3,1004.4,7.3,6.1,12,19.0,55.0,27.1,0.0,999.9,1,483
6,2021,12,25,2021-12-25,49.1,40.2,1002.7,9.1,9.6,15.9,18.1,57.0,34.0,0.03,999.9,1,469
7,2021,12,26,2021-12-26,34.8,27.7,1016.7,10.0,4.5,14,19.0,55.0,26.1,0.0,999.9,0,443
1,2021,12,27,2021-12-27,39.9,35.3,1008.4,5.7,9.6,19,29.9,46.0,26.2,0.69,999.9,1,509
2,2021,12,28,2021-12-28,33.7,26.8,1010.0,7.8,7,14,17.1,46.0,30.0,0.32,1.2,1,454
3,2021,12,29,2021-12-29,34.7,28.5,1010.1,6.6,6.3,11.1,999.9,37.0,30.2,0.38,1.2,1,497
4,2021,12,30,2021-12-30,31.5,25.0,1012.8,8.1,5.2,9.9,999.9,37.0,28.0,0.01,1.2,1,549
5,2021,12,31,2021-12-31,36.6,31.4,1008.7,7.0,5.7,14,24.1,43.0,28.2,0.0,999.9,1,595