"","month","day","year","CrimeTotalAssaultTheft.year.1","temp","Crime_Total","Theft","Assault"
"480","Apr","Monday",2021,2021,52.8,0.33106960950764,0.224489795918367,0.516666666666667
"481","Apr","Tuesday",2021,2021,73.3,0.463497453310696,0.413265306122449,0.816666666666667
"482","Apr","Wednesday",2021,2021,52.3,0.3276740237691,0.270408163265306,0.516666666666667
"483","Apr","Thursday",2021,2021,53.5,0.196943972835314,0.331632653061224,0.183333333333333
"484","Apr","Friday",2021,2021,53.1,0.448217317487267,0.397959183673469,0.65
"485","May","Saturday",2021,2021,55.9,0.604414261460102,0.38265306122449,0.733333333333333
"486","May","Sunday",2021,2021,74.4,0.483870967741935,0.255102040816327,0.616666666666667
"487","May","Monday",2021,2021,65.4,0.370118845500849,0.311224489795918,0.516666666666667
"488","May","Tuesday",2021,2021,56.9,0.241086587436333,0.214285714285714,0.483333333333333
"489","May","Wednesday",2021,2021,51.2,0.409168081494058,0.372448979591837,0.583333333333333
"490","May","Thursday",2021,2021,49.2,0.280135823429542,0.38265306122449,0.416666666666667
"491","May","Friday",2021,2021,50.2,0.305602716468591,0.23469387755102,0.5
"492","May","Saturday",2021,2021,45,0.353140916808149,0.301020408163265,0.35
"493","May","Sunday",2021,2021,46.1,0.32427843803056,0.23469387755102,0.216666666666667
"494","May","Monday",2021,2021,46.2,0.32427843803056,0.352040816326531,0.0833333333333333
"495","May","Tuesday",2021,2021,46.3,0.33616298811545,0.362244897959184,0.4
"496","May","Wednesday",2021,2021,49.8,0.261460101867572,0.341836734693878,0.3
"497","May","Thursday",2021,2021,55.4,0.34974533106961,0.38265306122449,0.6
"498","May","Friday",2021,2021,60.3,0.477079796264856,0.418367346938776,0.616666666666667
"499","May","Saturday",2021,2021,58.6,0.458404074702886,0.413265306122449,0.35
"500","May","Sunday",2021,2021,61.7,0.385398981324278,0.290816326530612,0.4
"501","May","Monday",2021,2021,63.5,0.443123938879457,0.336734693877551,0.666666666666667
"502","May","Tuesday",2021,2021,65.2,0.370118845500849,0.38265306122449,0.366666666666667
"503","May","Wednesday",2021,2021,68.7,0.422750424448217,0.397959183673469,0.483333333333333
"504","May","Thursday",2021,2021,74.1,0.402376910016978,0.362244897959184,0.666666666666667
"505","May","Friday",2021,2021,77.3,0.487266553480475,0.423469387755102,0.583333333333333
"506","May","Saturday",2021,2021,77.6,0.563667232597623,0.423469387755102,0.533333333333333
"507","May","Sunday",2021,2021,75.3,0.531409168081494,0.316326530612245,0.75
"508","May","Monday",2021,2021,68.5,0.550084889643463,0.454081632653061,0.566666666666667
"509","May","Tuesday",2021,2021,79,0.511035653650255,0.413265306122449,0.616666666666667
"510","May","Wednesday",2021,2021,72.8,0.395585738539898,0.36734693877551,0.583333333333333
"511","May","Thursday",2021,2021,57.3,0.288624787775891,0.346938775510204,0.5
"512","May","Friday",2021,2021,48.2,0.285229202037351,0.280612244897959,0.266666666666667
"513","May","Saturday",2021,2021,51.4,0.392190152801358,0.38265306122449,0.466666666666667
"514","May","Sunday",2021,2021,55.7,0.427843803056027,0.321428571428571,0.45
"515","May","Monday",2021,2021,62.7,0.356536502546689,0.188775510204082,0.35
"516","Jun","Tuesday",2021,2021,63.2,0.568760611205433,0.352040816326531,0.7
"517","Jun","Wednesday",2021,2021,67.3,0.438030560271647,0.372448979591837,0.433333333333333
"518","Jun","Thursday",2021,2021,70.7,0.488964346349745,0.545918367346939,0.333333333333333
"519","Jun","Friday",2021,2021,79.8,0.449915110356537,0.474489795918367,0.433333333333333
"520","Jun","Saturday",2021,2021,80.6,0.466893039049236,0.306122448979592,0.716666666666667
"521","Jun","Sunday",2021,2021,81.5,0.645161290322581,0.377551020408163,0.6
"522","Jun","Monday",2021,2021,77.5,0.533106960950764,0.403061224489796,0.683333333333333
"523","Jun","Tuesday",2021,2021,77.5,0.578947368421053,0.535714285714286,0.816666666666667
"524","Jun","Wednesday",2021,2021,79.9,0.461799660441426,0.311224489795918,0.65
"525","Jun","Thursday",2021,2021,77.3,0.488964346349745,0.352040816326531,0.633333333333333
"526","Jun","Friday",2021,2021,81.2,0.555178268251273,0.469387755102041,0.533333333333333
"527","Jun","Saturday",2021,2021,79.9,0.451612903225806,0.494897959183673,0.3
"528","Jun","Sunday",2021,2021,77.9,0.567062818336163,0.418367346938776,0.45
"529","Jun","Monday",2021,2021,75.3,0.529711375212224,0.464285714285714,0.516666666666667
"530","Jun","Tuesday",2021,2021,70.5,0.460101867572156,0.306122448979592,0.9
"531","Jun","Wednesday",2021,2021,67.1,0.431239388794567,0.311224489795918,0.616666666666667
"532","Jun","Thursday",2021,2021,71.5,0.373514431239389,0.36734693877551,0.416666666666667
"533","Jun","Friday",2021,2021,80.9,0.516129032258065,0.443877551020408,0.383333333333333
"534","Jun","Saturday",2021,2021,79.5,0.640067911714771,0.428571428571429,0.5
"535","Jun","Sunday",2021,2021,72.3,0.619694397283531,0.341836734693878,0.6
"536","Jun","Monday",2021,2021,69.8,0.444821731748727,0.372448979591837,0.566666666666667
"537","Jun","Tuesday",2021,2021,62.9,0.505942275042445,0.357142857142857,0.733333333333333
"538","Jun","Wednesday",2021,2021,68.9,0.421052631578947,0.352040816326531,1
"539","Jun","Thursday",2021,2021,71.9,0.412563667232598,0.392857142857143,0.583333333333333
"540","Jun","Friday",2021,2021,72,0.351443123938879,0.229591836734694,0.333333333333333
"541","Jun","Saturday",2021,2021,75,0.388794567062818,0.51530612244898,0.35
"542","Jun","Sunday",2021,2021,76.5,0.595925297113752,0.505102040816326,0.65
"543","Jun","Monday",2021,2021,71.9,0.522920203735144,0.474489795918367,0.7
"544","Jun","Tuesday",2021,2021,76.2,0.33786078098472,0.36734693877551,0.6
"545","Jun","Wednesday",2021,2021,76.8,0.414261460101868,0.362244897959184,0.5
"546","Jul","Thursday",2021,2021,71.3,0.595925297113752,0.525510204081633,0.616666666666667
"547","Jul","Friday",2021,2021,64.8,0.526315789473684,0.48469387755102,0.6
"548","Jul","Saturday",2021,2021,70.4,0.560271646859083,0.331632653061224,0.5
"549","Jul","Sunday",2021,2021,79.1,0.597623089983022,0.352040816326531,0.6
"550","Jul","Monday",2021,2021,81.6,0.570458404074703,0.362244897959184,0.783333333333333
"551","Jul","Tuesday",2021,2021,83.4,0.376910016977929,0.387755102040816,0.566666666666667
"552","Jul","Wednesday",2021,2021,80.5,0.444821731748727,0.36734693877551,0.783333333333333
"553","Jul","Thursday",2021,2021,66.7,0.414261460101868,0.443877551020408,0.533333333333333
"554","Jul","Friday",2021,2021,66.4,0.463497453310696,0.443877551020408,0.55
"555","Jul","Saturday",2021,2021,69.3,0.475382003395586,0.438775510204082,0.316666666666667
"556","Jul","Sunday",2021,2021,67.8,0.33616298811545,0.23469387755102,0.483333333333333
"557","Jul","Monday",2021,2021,69.7,0.410865874363328,0.408163265306122,0.65
"558","Jul","Tuesday",2021,2021,71.1,0.473684210526316,0.505102040816326,0.45
"559","Jul","Wednesday",2021,2021,76.3,0.388794567062818,0.341836734693878,0.5
"560","Jul","Thursday",2021,2021,75.4,0.32597623089983,0.372448979591837,0.35
"561","Jul","Friday",2021,2021,68.9,0.463497453310696,0.464285714285714,0.65
"562","Jul","Saturday",2021,2021,70.6,0.483870967741935,0.428571428571429,0.516666666666667
"563","Jul","Sunday",2021,2021,72.7,0.434634974533107,0.295918367346939,0.65
"564","Jul","Monday",2021,2021,73.4,0.390492359932088,0.403061224489796,0.283333333333333
"565","Jul","Tuesday",2021,2021,76.2,0.410865874363328,0.433673469387755,0.616666666666667
"566","Jul","Wednesday",2021,2021,69.6,0.397283531409168,0.418367346938776,0.55
"567","Jul","Thursday",2021,2021,72.2,0.451612903225806,0.510204081632653,0.533333333333333
"568","Jul","Friday",2021,2021,80.5,0.499151103565365,0.489795918367347,0.6
"569","Jul","Saturday",2021,2021,82,0.463497453310696,0.428571428571429,0.533333333333333
"570","Jul","Sunday",2021,2021,81.5,0.517826825127334,0.38265306122449,0.816666666666667
"571","Jul","Monday",2021,2021,81.6,0.502546689303905,0.397959183673469,0.516666666666667
"572","Jul","Tuesday",2021,2021,80.2,0.478777589134126,0.413265306122449,0.516666666666667
"573","Jul","Wednesday",2021,2021,81,0.427843803056027,0.36734693877551,0.483333333333333
"574","Jul","Thursday",2021,2021,81.7,0.636672325976231,0.831632653061224,0.733333333333333
"575","Jul","Friday",2021,2021,70.3,0.526315789473684,0.923469387755102,0.6
"576","Jul","Saturday",2021,2021,69.4,0.764006791171477,1,0.733333333333333
"577","Aug","Sunday",2021,2021,71.8,0.67572156196944,0.714285714285714,0.633333333333333
"578","Aug","Monday",2021,2021,68.7,0.453310696095076,0.377551020408163,0.5
"579","Aug","Tuesday",2021,2021,71.6,0.34974533106961,0.316326530612245,0.566666666666667
"580","Aug","Wednesday",2021,2021,74.8,0.424448217317487,0.403061224489796,0.583333333333333
"581","Aug","Thursday",2021,2021,76,0.404074702886248,0.408163265306122,0.516666666666667
"582","Aug","Friday",2021,2021,77,0.422750424448217,0.362244897959184,0.55
"583","Aug","Saturday",2021,2021,76.2,0.461799660441426,0.489795918367347,0.6
"584","Aug","Sunday",2021,2021,82.8,0.482173174872666,0.362244897959184,0.583333333333333
"585","Aug","Monday",2021,2021,74.6,0.390492359932088,0.408163265306122,0.35
"586","Aug","Tuesday",2021,2021,81,0.32597623089983,0.306122448979592,0.633333333333333
"587","Aug","Wednesday",2021,2021,77.8,0.354838709677419,0.413265306122449,0.35
"588","Aug","Thursday",2021,2021,80.1,0.32258064516129,0.408163265306122,0.483333333333333
"589","Aug","Friday",2021,2021,75.9,0.380305602716469,0.454081632653061,0.433333333333333
"590","Aug","Saturday",2021,2021,72.9,0.468590831918506,0.428571428571429,0.416666666666667
"591","Aug","Sunday",2021,2021,70.6,0.441426146010187,0.316326530612245,0.45
"592","Aug","Monday",2021,2021,72.3,0.443123938879457,0.438775510204082,0.583333333333333
"593","Aug","Tuesday",2021,2021,74.2,0.415959252971138,0.387755102040816,0.4
"594","Aug","Wednesday",2021,2021,77.2,0.298811544991511,0.38265306122449,0.416666666666667
"595","Aug","Thursday",2021,2021,79.2,0.376910016977929,0.510204081632653,0.5
"596","Aug","Friday",2021,2021,79.8,0.451612903225806,0.551020408163265,0.316666666666667
"597","Aug","Saturday",2021,2021,79.7,0.570458404074703,0.540816326530612,0.65
"598","Aug","Sunday",2021,2021,76.3,0.461799660441426,0.505102040816326,0.55
"599","Aug","Monday",2021,2021,75.1,0.495755517826825,0.438775510204082,0.566666666666667
"600","Aug","Tuesday",2021,2021,82.5,0.371816638370119,0.423469387755102,0.366666666666667
"601","Aug","Wednesday",2021,2021,78.7,0.383701188455009,0.494897959183673,0.466666666666667
"602","Aug","Thursday",2021,2021,77.4,0.419354838709677,0.5,0.716666666666667
"603","Aug","Friday",2021,2021,80.7,0.563667232597623,0.566326530612245,0.85
"604","Aug","Saturday",2021,2021,83.6,0.478777589134126,0.530612244897959,0.583333333333333
"605","Aug","Sunday",2021,2021,81.5,0.533106960950764,0.387755102040816,0.683333333333333
"606","Aug","Monday",2021,2021,76.2,0.470288624787776,0.418367346938776,0.65
"607","Aug","Tuesday",2021,2021,74.7,0.429541595925297,0.530612244897959,0.216666666666667
"608","Sep","Wednesday",2021,2021,73.2,0.629881154499151,0.51530612244898,0.833333333333333
"609","Sep","Thursday",2021,2021,69.5,0.365025466893039,0.306122448979592,0.7
"610","Sep","Friday",2021,2021,69.7,0.521222410865874,0.571428571428571,0.516666666666667
"611","Sep","Saturday",2021,2021,70.1,0.558573853989813,0.535714285714286,0.65
"612","Sep","Sunday",2021,2021,69.5,0.565365025466893,0.5,0.483333333333333
"613","Sep","Monday",2021,2021,72,0.494057724957555,0.387755102040816,0.733333333333333
"614","Sep","Tuesday",2021,2021,72.3,0.387096774193548,0.352040816326531,0.516666666666667
"615","Sep","Wednesday",2021,2021,69.7,0.409168081494058,0.433673469387755,0.733333333333333
"616","Sep","Thursday",2021,2021,66.9,0.460101867572156,0.418367346938776,0.583333333333333
"617","Sep","Friday",2021,2021,68.5,0.565365025466893,0.556122448979592,0.733333333333333
"618","Sep","Saturday",2021,2021,73.6,0.546689303904924,0.428571428571429,0.716666666666667
"619","Sep","Sunday",2021,2021,78.8,0.575551782682513,0.413265306122449,0.733333333333333
"620","Sep","Monday",2021,2021,74.6,0.594227504244482,0.505102040816326,0.8
"621","Sep","Tuesday",2021,2021,77.1,0.516129032258065,0.38265306122449,0.95
"622","Sep","Wednesday",2021,2021,68.4,0.538200339558574,0.586734693877551,0.533333333333333
"623","Sep","Thursday",2021,2021,68.7,0.570458404074703,0.540816326530612,0.716666666666667
"624","Sep","Friday",2021,2021,74.8,0.478777589134126,0.459183673469388,0.7
"625","Sep","Saturday",2021,2021,71.4,0.544991511035654,0.474489795918367,0.45
"626","Sep","Sunday",2021,2021,73.6,0.633276740237691,0.459183673469388,0.9
"627","Sep","Monday",2021,2021,75.7,0.531409168081494,0.443877551020408,0.683333333333333
"628","Sep","Tuesday",2021,2021,69,0.478777589134126,0.556122448979592,0.483333333333333
"629","Sep","Wednesday",2021,2021,59.7,0.482173174872666,0.494897959183673,0.6
"630","Sep","Thursday",2021,2021,58,0.477079796264856,0.61734693877551,0.65
"631","Sep","Friday",2021,2021,62.7,0.434634974533107,0.505102040816326,0.3
"632","Sep","Saturday",2021,2021,61.4,0.511035653650255,0.551020408163265,0.483333333333333
"633","Sep","Sunday",2021,2021,66.1,0.477079796264856,0.352040816326531,0.533333333333333
"634","Sep","Monday",2021,2021,73.4,0.500848896434635,0.454081632653061,0.883333333333333
"635","Sep","Tuesday",2021,2021,65.9,0.553480475382003,0.459183673469388,0.8
"636","Sep","Wednesday",2021,2021,67,0.521222410865874,0.540816326530612,0.75
"637","Sep","Thursday",2021,2021,68.7,0.463497453310696,0.494897959183673,0.333333333333333
"638","Oct","Friday",2021,2021,70.8,0.789473684210526,0.73469387755102,0.633333333333333
"639","Oct","Saturday",2021,2021,72.7,0.617996604414261,0.591836734693878,0.466666666666667
"640","Oct","Sunday",2021,2021,70.6,0.599320882852292,0.561224489795918,0.766666666666667
"641","Oct","Monday",2021,2021,66.9,0.485568760611205,0.36734693877551,0.833333333333333
"642","Oct","Tuesday",2021,2021,65.6,0.504244482173175,0.581632653061224,0.733333333333333
"643","Oct","Wednesday",2021,2021,65.6,0.544991511035654,0.469387755102041,0.783333333333333
"644","Oct","Thursday",2021,2021,68.1,0.407470288624788,0.331632653061224,0.5
"645","Oct","Friday",2021,2021,67,0.507640067911715,0.5,0.833333333333333
"646","Oct","Saturday",2021,2021,69.4,0.528013582342954,0.48469387755102,0.466666666666667
"647","Oct","Sunday",2021,2021,73,0.512733446519525,0.448979591836735,0.683333333333333
"648","Oct","Monday",2021,2021,72.2,0.383701188455009,0.438775510204082,0.216666666666667
"649","Oct","Tuesday",2021,2021,63,0.490662139219015,0.433673469387755,0.6
"650","Oct","Wednesday",2021,2021,60,0.453310696095076,0.5,0.516666666666667
"651","Oct","Thursday",2021,2021,66.7,0.448217317487267,0.448979591836735,0.7
"652","Oct","Friday",2021,2021,57.7,0.495755517826825,0.622448979591837,0.6
"653","Oct","Saturday",2021,2021,52.1,0.451612903225806,0.464285714285714,0.4
"654","Oct","Sunday",2021,2021,53.3,0.483870967741935,0.464285714285714,0.616666666666667
"655","Oct","Monday",2021,2021,57,0.500848896434635,0.443877551020408,0.333333333333333
"656","Oct","Tuesday",2021,2021,60.7,0.370118845500849,0.505102040816326,0.483333333333333
"657","Oct","Wednesday",2021,2021,61.3,0.449915110356537,0.489795918367347,0.566666666666667
"658","Oct","Thursday",2021,2021,56.7,0.492359932088285,0.51530612244898,0.633333333333333
"659","Oct","Friday",2021,2021,47.9,0.460101867572156,0.591836734693878,0.383333333333333
"660","Oct","Saturday",2021,2021,47.4,0.526315789473684,0.556122448979592,0.3
"661","Oct","Sunday",2021,2021,45.7,0.254668930390492,0.295918367346939,0.0666666666666667
"662","Oct","Monday",2021,2021,49.6,0.410865874363328,0.566326530612245,0.533333333333333
"663","Oct","Tuesday",2021,2021,49.1,0.497453310696095,0.668367346938776,0.433333333333333
"664","Oct","Wednesday",2021,2021,47.1,0.448217317487267,0.535714285714286,0.5
"665","Oct","Thursday",2021,2021,51.3,0.436332767402377,0.489795918367347,0.35
"666","Oct","Friday",2021,2021,54.3,0.461799660441426,0.459183673469388,0.45
"667","Oct","Saturday",2021,2021,54.4,0.475382003395586,0.510204081632653,0.566666666666667
"668","Oct","Sunday",2021,2021,48.7,0.538200339558574,0.423469387755102,0.2
"669","Nov","Monday",2021,2021,41.4,0.556876061120543,0.494897959183673,0.35
"670","Nov","Tuesday",2021,2021,39.6,0.451612903225806,0.454081632653061,0.6
"671","Nov","Wednesday",2021,2021,36.9,0.426146010186757,0.505102040816326,0.616666666666667
"672","Nov","Thursday",2021,2021,37.8,0.404074702886248,0.301020408163265,0.7
"673","Nov","Friday",2021,2021,41.5,0.395585738539898,0.423469387755102,0.483333333333333
"674","Nov","Saturday",2021,2021,45.9,0.499151103565365,0.535714285714286,0.183333333333333
"675","Nov","Sunday",2021,2021,52.4,0.514431239388795,0.38265306122449,0.316666666666667
"676","Nov","Monday",2021,2021,55.9,0.539898132427844,0.505102040816326,0.883333333333333
"677","Nov","Tuesday",2021,2021,54.7,0.492359932088285,0.530612244897959,0.633333333333333
"678","Nov","Wednesday",2021,2021,47.8,0.490662139219015,0.612244897959184,0.5
"679","Nov","Thursday",2021,2021,52.7,0.390492359932088,0.454081632653061,0.416666666666667
"680","Nov","Friday",2021,2021,40.6,0.354838709677419,0.459183673469388,0.216666666666667
"681","Nov","Saturday",2021,2021,37.1,0.427843803056027,0.489795918367347,0.483333333333333
"682","Nov","Sunday",2021,2021,35.6,0.382003395585739,0.433673469387755,0.533333333333333
"683","Nov","Monday",2021,2021,32.9,0.434634974533107,0.392857142857143,0.55
"684","Nov","Tuesday",2021,2021,37.7,0.436332767402377,0.561224489795918,0.666666666666667
"685","Nov","Wednesday",2021,2021,54.7,0.33276740237691,0.469387755102041,0.2
"686","Nov","Thursday",2021,2021,36.9,0.405772495755518,0.413265306122449,0.333333333333333
"687","Nov","Friday",2021,2021,32.8,0.400679117147708,0.510204081632653,0.366666666666667
"688","Nov","Saturday",2021,2021,39.7,0.455008488964346,0.525510204081633,0.3
"689","Nov","Sunday",2021,2021,43.5,0.415959252971138,0.301020408163265,0.333333333333333
"690","Nov","Monday",2021,2021,31.2,0.33106960950764,0.377551020408163,0.416666666666667
"691","Nov","Tuesday",2021,2021,31.7,0.276740237691002,0.428571428571429,0.116666666666667
"692","Nov","Wednesday",2021,2021,41.9,0.432937181663837,0.642857142857143,0.316666666666667
"693","Nov","Thursday",2021,2021,44.1,0.127334465195246,0.107142857142857,0.25
"694","Nov","Friday",2021,2021,24.7,0.34804753820034,0.474489795918367,0.183333333333333
"695","Nov","Saturday",2021,2021,33.7,0.358234295415959,0.494897959183673,0.25
"696","Nov","Sunday",2021,2021,34.8,0.392190152801358,0.285714285714286,0.6
"697","Nov","Monday",2021,2021,33.1,0.443123938879457,0.596938775510204,0.383333333333333
"698","Nov","Tuesday",2021,2021,41.5,0.388794567062818,0.535714285714286,0.416666666666667
"699","Dec","Wednesday",2021,2021,41.3,0.573853989813243,0.556122448979592,0.633333333333333
"700","Dec","Thursday",2021,2021,51.2,0.494057724957555,0.408163265306122,0.85
"701","Dec","Friday",2021,2021,45.7,0.572156196943973,0.571428571428571,0.666666666666667
"702","Dec","Saturday",2021,2021,37.6,0.443123938879457,0.459183673469388,0.283333333333333
"703","Dec","Sunday",2021,2021,37.6,0.368421052631579,0.336734693877551,0.45
"704","Dec","Monday",2021,2021,34.6,0.371816638370119,0.479591836734694,0.366666666666667
"705","Dec","Tuesday",2021,2021,18.3,0.314091680814941,0.418367346938776,0.283333333333333
"706","Dec","Wednesday",2021,2021,28.3,0.453310696095076,0.438775510204082,0.383333333333333
"707","Dec","Thursday",2021,2021,34.3,0.417657045840407,0.545918367346939,0.45
"708","Dec","Friday",2021,2021,42,0.432937181663837,0.510204081632653,0.383333333333333
"709","Dec","Saturday",2021,2021,45.3,0.356536502546689,0.387755102040816,0.316666666666667
"710","Dec","Sunday",2021,2021,37.9,0.432937181663837,0.428571428571429,0.516666666666667
"711","Dec","Monday",2021,2021,42.5,0.453310696095076,0.505102040816326,0.383333333333333
"712","Dec","Tuesday",2021,2021,40.7,0.388794567062818,0.540816326530612,0.55
"713","Dec","Wednesday",2021,2021,56.2,0.482173174872666,0.571428571428571,0.583333333333333
"714","Dec","Thursday",2021,2021,51.5,0.441426146010187,0.489795918367347,0.316666666666667
"715","Dec","Friday",2021,2021,32.9,0.402376910016978,0.591836734693878,0.433333333333333
"716","Dec","Saturday",2021,2021,37.2,0.414261460101868,0.423469387755102,0.316666666666667
"717","Dec","Sunday",2021,2021,32.4,0.290322580645161,0.280612244897959,0.2
"718","Dec","Monday",2021,2021,34.1,0.34295415959253,0.474489795918367,0.366666666666667
"719","Dec","Tuesday",2021,2021,32.4,0.280135823429542,0.392857142857143,0.266666666666667
"720","Dec","Wednesday",2021,2021,26.4,0.237691001697793,0.48469387755102,0.0333333333333333
"721","Dec","Thursday",2021,2021,34.1,0.32937181663837,0.469387755102041,0.25
"722","Dec","Friday",2021,2021,42.6,0.251273344651952,0.454081632653061,0.15
"723","Dec","Saturday",2021,2021,49.1,0.227504244482173,0.142857142857143,0.266666666666667
"724","Dec","Sunday",2021,2021,34.8,0.183361629881155,0.25,0.233333333333333
"725","Dec","Monday",2021,2021,39.9,0.295415959252971,0.346938775510204,0.35
"726","Dec","Tuesday",2021,2021,33.7,0.202037351443124,0.341836734693878,0.366666666666667
"727","Dec","Wednesday",2021,2021,34.7,0.275042444821732,0.362244897959184,0.25
"728","Dec","Thursday",2021,2021,31.5,0.363327674023769,0.48469387755102,0.233333333333333
"729","Dec","Friday",2021,2021,36.6,0.441426146010187,0.260204081632653,0.4
